ID,Name,Concepticon_ID,Concepticon_Gloss
1066_verenter,"ver, ent, er",1211,HE
1067_teilhabenan,teilhaben an,,
1068_ergreifengreifen,"ergreifen, greifen",855,SEIZE
1069_berggebirge,"Berg, Gebirge",639,MOUNTAIN
1070_verheiendankwissen,"verheißen, Dank wissen",,
1071_welt,Welt,965,WORLD
1072_schuldvorwurfgrundursacheanklagegrundbeschuldigung,"Schuld, Vorwurf, Grund, Ursache, Anklagegrund, Beschuldigung",2968,REASON
1075_tadelnbeschuldigen,"tadeln, beschuldigen",,
1076_schuldigtadeligbescholten,"schuldig, tadelig, bescholten",1682,GUILTY
1077_tadeligunrecht,"tadelig, unrecht",,
1078_abreisenweggehensichwegbewegen,"abreisen, weggehen, sich wegbewegen",1752,LEAVE
1079_aufspurbarerforschlich,"aufspürbar, erforschlich",,
1081_alter,Alter,1789,AGE
1082_vorjahrigalt,"vorjährig, alt",1229,OLD
1083_fernfernvonwegvon,"fern, fern von, weg von",1406,FAR
1084_vonfern,von fern,,
1085_sicherstreckenreichenzu,"sich erstrecken, reichen zu",,
1086_erwirken,erwirken,,
1087_hinblickaufmerkenneugier,"Hinblick, Aufmerken, Neugier",,
1088_angestrengtsehen,angestrengt sehen,,
1089_hinblickengaffenumherspahenspahen,"hinblicken, gaffen, umherspähen, spähen",,
1090_schauspiel,Schauspiel,,
1091_ferse,Ferse,980,HEEL
1092_falte,Falte,,
1093_falke,Falke,307,HAWK
1096_faltenzusammenrollenzusammenlegen,"falten, zusammenrollen, zusammenlegen",1470,FOLD
1097_faltigkeit,fältigkeit,,
1098_faltig,fältig,,
1099_flugaschefunke,"Flugasche, Funke",518,SPARK
1100_fahlfalbgelblichgrau,"fahl, falb, gelblich, grau",153,GREY
1101_stuckzeugzeugstucklappentuchschweituch,"Stück Zeug, Zeugstück, Lappen, Tuch, Schweißtuch",1616,CLOTH
1102_schlammkot,"Schlamm, Kot",675,FAECES (EXCREMENT)
1103_fusoldat,Fußsoldat,,
1104_fahrerinfahrt,"Fahrerin, Fahrt",,
1105_wandernziehenfahrengehen,"wandern, ziehen, fahren, gehen",1455,PULL
1106_pharao,Pharao,,
1107_pharisaer,Pharisäer,,
1108_fahrenschiffen,"fahren, schiffen",741,DRIVE
1109_fahrtreise,"Fahrt, Reise",2393,JOURNEY
1110_farbeaussehengestalt,"Farbe, Aussehen, Gestalt",647,PAINT (PIGMENTS)
1113_haltenfesthaltenbeobachtenbewachenfasten,"halten, festhalten, beobachten, bewachen, fasten",1448,HOLD
1114_kundiger,Kundiger,,
1115_sparsam,sparsam,,
1117_haltendienstfastenhaltunggottesdienst,"Halten, Dienst, Fasten, Haltung, Gottesdienst",1448,HOLD
1118_umfassungkleiderbundelfetzen,"Umfassung, Kleiderbündel, Fetzen",,
1119_zaunscheidewand,"Zaun, Scheidewand",1690,FENCE
1120_herrfuhrer,"Herr, Führer",3153,LORD
1121_fuchsinfuchs,"Füchsin, Fuchs",1312,FOX
1122_vorlangsfurinbetreffumwillenuber,"vor, längs, für, inbetreff, um willen, über",1883,IN FRONT OF
1123_vorfurvornlangsvorher,"vor, für, vorn, längs, vorher",1883,IN FRONT OF
1124_straegasse,"Straße, Gasse",667,ROAD
1125_vorhaut,Vorhaut,,
1126_vorgangerhausverwalterverwaltervorsteher,"Vorgänger, Hausverwalter, Verwalter, Vorsteher",,
1127_vorangehenvorstehen,"vorangehen, vorstehen",,
1128_verwaltunghaushaltungvorsteheramt,"Verwaltung, Haushaltung, Vorsteheramt",,
1129_verwaltervorsteher,"Verwalter, Vorsteher",,
1130_zuvorverheien,zuvor verheißen,,
1131_vorherdenkensichvornehmen,"vorherdenken, sich vornehmen",,
1132_vorhergefallen,vorher gefallen,,
1133_vorherbereitenvorherzubereiten,"vorherbereiten, vorher zubereiten",,
1134_vorherschreibenverkunden,"vorherschreiben, verkünden",,
1136_vorherbestimmen,vorherbestimmen,,
1137_vorausentsendenvoraussenden,"vorausentsenden, voraussenden",,
1138_vorsetzenvorstellendarstellen,"vorsetzen, vorstellen, darstellen",,
1139_vorherverkundenvorhersagen,"vorherverkünden, vorhersagen",,
1142_vorbereiten,vorbereiten,2909,PREPARE
1143_vorstehergebietersprecher,"Vorsteher, Gebieter, Sprecher",,
1144_oberbefehlvorsteheramt,"Oberbefehl, Vorsteheramt",,
1145_vorzeichnenvormalenvoraugenmalen,"vorzeichnen, vormalen, vor Augen malen",,
1146_vorgehenvorjemandhergehen,"vorgehen, vor jemand hergehen",,
1147_vorhersagen,vorhersagen,,
1149_dabeistehenvorstehen,"dabeistehen, vorstehen",,
1150_wunderzeichen,Wunderzeichen,,
1151_vorherhoffen,vorher hoffen,,
1152_vorhandensein,vorhanden sein,,
1153_loskaufloskaufungerlosung,"Loskauf, Loskaufung, Erlösung",,
1154_vorausgehenvorangehen,"vorausgehen, vorangehen",,
1155_vorangehenzuvorkommen,"vorangehen, zuvorkommen",,
1156_verbietengebieten,"verbieten, gebieten",83,FORBID
1157_reinigenputzenglatten,"reinigen, putzen, glätten",2235,CLEAN (SOMETHING)
1158_verdammenversperreneindammenhindern,"verdämmen, versperren, eindämmen, hindern",697,CONTAIN
1159_vorurteil,Vorurteil,,
1160_vorherurteilen,vorher urteilen,,
1161_vorubergehenvorbeigehen,"vorübergehen, vorbeigehen",,
1162_vorhang,Vorhang,,
1163_vorhangen,vorhängen,,
1164_furche,Furche,,
1165_furchtentsetzen,"Furcht, Entsetzen",,
1166_sichfurchten,sich fürchten,1419,FEAR (BE AFRAID)
1167_furchtsam,furchtsam,,
1168_vorlegung,Vorlegung,,
1169_vorlegenvorsetzen,"vorlegen, vorsetzen",,
1170_dasmaulverbinden,das Maul verbinden,,
1171_sichentschuldigenfurungultigerklarenaufhebenumstoen,"sich entschuldigen, für ungültig erklären, aufheben, umstoßen",371,PICK UP
1172_vorhergehen,vorhergehen,,
1173_ehrbarbescheiden,"ehrbar, bescheiden",,
1174_versiegeln,versiegeln,,
1175_vorwegnehmenvorausgehenzuvorkommen,"vorwegnehmen, vorausgehen, zuvorkommen",,
1176_vorstehen,vorstehen,,
1177_vorstehenaufsicht,"Vorstehen, Aufsicht",,
1178_vorsteher,Vorsteher,,
1179_zuvorfruhervorher,"zuvor, früher, vorher",1882,BEFORE
1180_bevorehe,"bevor, ehe",2432,MARRIAGE
1181_verbinden,verbinden,2862,CONNECT
1182_vorwalzendavorwalzen,"vorwälzen, davorwälzen",,
1183_vorsatzlichbedacht,"vorsätzlich, bedacht",,
1184_wenigwenige,"wenig, wenige",1242,FEW
1187_gerstengraupen,Gerstengraupen,,
1188_nachstellung,Nachstellung,,
1189_seitegegendgliedkorperteil,"Seite, Gegend, Glied, Körperteil",2980,AREA
1190_aufpassernachsteller,"Aufpasser, Nachsteller",,
1193_schmucken,schmücken,1739,DECORATE
1194_speck,Speck,,
1196_viertagig,viertägig,,
1197_vierfaltigvierfach,"vierfältig, vierfach",,
1198_vierfurst,Vierfürst,,
1199_vierfurstenamttetrarchie,"Vierfürstenamt, Tetrarchie",,
1200_vier,vier,1500,FOUR
1201_vierzehn,vierzehn,2451,FOURTEEN
1202_viertausend,viertausend,,
1203_fingergoldfingerring,"Fingergold, Fingerring",,
1204_finger,Finger,1303,FINGER
1205_hassenverabscheuen,"hassen, verabscheuen",1607,HATE
1206_feind,Feind,1358,ENEMY
1207_feindschaft,Feindschaft,,
1208_umvielesviel,"um vieles, viel",1198,MANY
1209_verbergenbegraben,"verbergen, begraben",602,HIDE (CONCEAL)
1210_hohleversteck,"Höhle, Versteck",1155,CAVE
1211_fellhaut,"Fell, Haut",763,SKIN
1212_ledern,ledern,,
1213_hautig,häutig,,
1215_filz,Filz,,
1216_vielsehrumvieles,"viel, sehr, um vieles",1198,MANY
1217_arglistig,arglistig,,
1218_arglistschlauheitlist,"Arglist, Schlauheit, List",,
1219_sehrbuntreichhaltigmannigfaltig,"sehr bunt, reichhaltig, mannigfaltig",,
1220_sehrwertvollsehrkostbar,"sehr wertvoll, sehr kostbar",,
1221_vielheitmengeuberma,"Vielheit, Menge, Übermaß",2987,AMOUNT
1222_vielesredenschwatzhaftigkeitgeschwatz,"vieles Reden, Schwatzhaftigkeit, Geschwätz",,
1223_vielwortemachenvielplappernvielreden,"viel Worte machen, viel plappern, viel reden",,
1224_vielredendvielsprechend,"viel redend, viel sprechend",,
1225_funf,fünf,493,FIVE
1226_funfhundert,fünfhundert,,
1227_funfte,fünfte,,
1228_funfzehn,fünfzehn,1709,FIFTEEN
1229_funfzehnte,fünfzehnte,,
1230_funfzig,fünfzig,1717,FIFTY
1231_funftausend,fünftausend,,
1232_gerste,Gerste,,
1233_bewohnervonfinnahaithi,Bewohner von Finnahaithi,,
1235_fischer,Fischer,1858,FISHERMAN
1236_fischen,fischen,2638,FISHING
1237_fisch,Fisch,227,FISH
1238_kreiengebaren,"kreißen, gebären",1195,GIVE BIRTH
1239_flechte,Flechte,,
1240_flechten,flechten,3294,BRAID (VERB) OR WEAVE (BASKET)
1241_flasche,Flasche,1321,BOTTLE
1242_prahlen,prahlen,101,BOAST
1243_ruhmsuchtigprahlerisch,"ruhmsüchtig, prahlerisch",,
1244_stromflut,"Strom, Flut",666,RIVER
1245_betrauernbeklagen,"betrauern, beklagen",,
1246_nahrungspeise,"Nahrung, Speise",256,FOOD
1247_ernahrenaufziehen,"ernähren, aufziehen",2134,RAISE (BRING UP)
1248_scheide,Scheide,,
1249_feuer,Feuer,221,FIRE
1250_fubandfufesselfuschelle,"Fußband, Fußfessel, Fußschelle",,
1251_fubankschemel,"Fußbank, Schemel",,
1252_fu,Fuß,1301,FOOT
1253_ver,ver...,,
1254_zumessenausteilen,zum Essen austeilen,,
1255_vertragenertragen,"vertragen, ertragen",833,ENDURE
1256_verkaufsurkunde,Verkaufsurkunde,,
1257_verkaufen,verkaufen,1571,SELL
1258_verteilenunter,verteilen unter,,
1260_vergebenverleihenschenkengebengewahren,"vergeben, verleihen, schenken, geben, gewähren",1447,GIVE
1261_verleihungverlobunggabe,"Verleihung, Verlobung, Gabe",,
1262_vergeltenerstatten,"vergelten, erstatten",,
1263_franke,Franke,,
1264_gefangennehmenfangen,"gefangennehmen, fangen",702,CATCH
1265_fragen,fragen,1309,ASK (INQUIRE)
1269_versuchung,Versuchung,,
1270_verzehrenfressen,"verzehren, fressen",,
1271_same,Same,714,SEED
1272_verachten,verachten,2715,DESPISE
1273_verachtet,verachtet,,
1274_erlassentlassung,"Erlass, Entlassung",,
1275_lassenfreilassenentlassenherablassengestatten,"lassen, freilassen, entlassen, herablassen, gestatten",2896,CAUSE TO (LET)
1276_freigelassener,Freigelassener,,
1278_verlieren,verlieren,3072,MISPLACE
1279_verlorengehenverlorenwerden,"verloren gehen, verloren werden",,
1280_verderbenverlust,"Verderben, Verlust",92,SPOIL (SOMEBODY OR SOMETHING)
1281_weitervonvonhervonananvorseitbei,"weiter, von, von ... her, von ... an, an, vor, seit, bei",1883,IN FRONT OF
1282_imaltervorgeschrittenbejahrt,"im Alter vorgeschritten, bejahrt",,
1283_fremd,fremd,109,FOREIGN
1284_entfremden,entfremden,,
1285_fortschritt,Fortschritt,,
1286_weiter,weiter,,
1287_tuchtig,tüchtig,,
1288_fernerhin,fernerhin,,
1289_zukunftig,zukünftig,,
1290_fortwahrendfurimmer,"fortwährend, für immer",,
1291_nehmeninbesitznehmeninempfangnehmengewinnen,"nehmen, in Besitz nehmen, in Empfang nehmen, gewinnen",1749,TAKE
1292_verzehrenausgebenvertunverwenden,"verzehren, ausgeben, vertun, verwenden",2072,USE (VERB)
1293_verderbvergeudungverschwendung,"Verderb, Vergeudung, Verschwendung",,
1294_verderbenumbringen,"verderben, umbringen",92,SPOIL (SOMEBODY OR SOMETHING)
1295_umkommenzugrundegehenverderben,"umkommen, zugrunde gehen, verderben",2865,DIE (FROM ACCIDENT)
1296_furungultigerklarenaufhebenverfluchenverwunschen,"für ungültig erklären, aufheben, verfluchen, verwünschen",371,PICK UP
1297_sichverlaufenzugeratenunter,"sich verlaufen zu, geraten unter",,
1298_verschlingenverschlucken,"verschlingen, verschlucken",,
1299_kindschaft,Kindschaft,,
1301_verstandsinngesinnung,"Verstand, Sinn, Gesinnung",1562,MIND
1302_verstandestauschung,Verstandestäuschung,,
1303_denkenerkennenverstehenmerkenverstandigsein,"denken, erkennen, verstehen, merken, verständig sein",1536,UNDERSTAND
1304_verstandig,verständig,,
1305_klugheitverstandverstandigkeitbesonnenheit,"Klugheit, Verstand, Verständigkeit, Besonnenheit",1562,MIND
1306_gesinnt,gesinnt,,
1308_herrschaft,Herrschaft,,
1309_herrschenherrsein,"herrschen, Herr sein",,
1310_herrscherherr,"Herrscher, Herr",3377,EMPEROR
1311_herr,Herr,3153,LORD
1313_tretentrampeln,"treten, trampeln",1135,KICK
1314_verwerfenzerstreuenwegwerfen,"verwerfen, zerstreuen, wegwerfen",3705,SCATTER
1315_verderbenzugrundegehen,"verderben, zugrunde gehen",92,SPOIL (SOMEBODY OR SOMETHING)
1317_verderbenentstellen,"verderben, entstellen",92,SPOIL (SOMEBODY OR SOMETHING)
1318_sundigsunder,"sündig, Sünder",,
1320_sundigenversundigeneinesundebegehen,"sündigen, versündigen, eine Sünde begehen",,
1321_straferache,"Strafe, Rache",,
1322_rachenrechtverschaffenstrafen,"rächen, Recht verschaffen, strafen",3649,PUNISH
1323_fortreiengewaltsamergreifen,"fortreißen, gewaltsam ergreifen",,
1324_verbrauchenvergeudenverschwenden,"verbrauchen, vergeuden, verschwenden",79,WASTE
1325_verfolgenrachen,"verfolgen, rächen",1047,PURSUE
1326_verklagenverdachtigenverleumdenanzeigen,"verklagen, verdächtigen, verleumden, anzeigen",1841,SUSPECT
1327_schonungerhaltung,"Schonung, Erhaltung",,
1328_schonen,schonen,,
1331_frei,frei,2316,FREE
1332_hubschschon,"hübsch, schön",1427,BEAUTIFUL
1333_zartlichliebendliebreich,"zärtlich liebend, liebreich",,
1335_freiheit,Freiheit,,
1336_liebengerntun,"lieben, gern tun",923,LOVE
1337_freundin,Freundin,,
1339_kussliebeszeichen,"Kuss, Liebeszeichen",,
1340_giersucht,"Gier, Sucht",,
1341_suchtiggierig,"süchtig, gierig",2018,GREEDY
1343_abgebildetwerdengestaltannehmen,"abgebildet werden, Gestalt annehmen",,
1344_bildbeispielratseldunklesbild,"Bild, Beispiel, Rätsel, dunkles Bild",3303,PICTURE (PAINTING)
1345_frisch,frisch,243,FRESH
1346_schutzen,schützen,2900,PROTECT
1347_friedeschutz,"Friede, Schutz",1338,PEACE
1348_frostkalte,"Frost, Kälte",2932,COLD (CHILL)
1349_frieren,frieren,,
1351_klugheitverstand,"Klugheit, Verstand",1562,MIND
1352_klugverstandigweise,"klug, verständig, weise",1310,CLEVER
1355_erstgeborener,Erstgeborener,,
1356_vorrang,Vorrang,,
1357_vorwarts,vorwärts,2912,FORWARD
1358_erste,erste,,
1360_zuerst,zuerst,2915,AT FIRST
1361_anfang,Anfang,1557,BEGINNING
1362_dererste,der erste,728,FIRST
1363_fordernvollbringen,"fördern, vollbringen",,
1364_vogel,Vogel,937,BIRD
1365_fohlenfullen,"Fohlen, Füllen",2006,FILL
1366_volk,Volk,789,PEOPLE
1368_geheimnis,Geheimnis,,
1369_kriegsvolkschar,"Kriegsvolk, Schar",,
1370_genugeleistendienengenugetunbefriedigenzufriedenstellen,"Genüge leisten, dienen, Genüge tun, befriedigen, zufriedenstellen",3648,SERVE (SOMEONE)
1371_beiverstandsein,bei Verstand sein,,
1374_uberredenuberzeugen,"überreden, überzeugen",,
1375_vollkommen,vollkommen,,
1376_fulle,Fülle,,
1377_fullungerfullung,"Füllung, Erfüllung",,
1378_fullevollmond,"Fülle, Vollmond",3690,FULL MOON
1379_fullemafass,"Fülle, Maß, Fass",2548,BARREL
1380_fullenanfullen,"füllen, anfüllen",2006,FILL
1381_vollwerdenerfulltwerden,"voll werden, erfüllt werden",,
1382_fullefullungflickenausfullung,"Fülle, Füllung, Flicken, Ausfüllung",,
1383_vollvollkommen,"voll, vollkommen",1429,FULL
1384_faulstinkend,"faul, stinkend",1564,LAZY
1385_feld,Feld,212,FIELD
1386_feurig,feurig,,
1387_bereiteiligtapfer,"bereit, eilig, tapfer",3,BRAVE
1388_phonikisch,phönikisch,,
1389_gemit,"ge..., mit...",,
1390_einschrankung,Einschränkung,,
1391_beengungeinschrankung,"Beengung, Einschränkung",,
1393_inbesitznehmenubervorteileninbeschlagnehmen,"in Besitz nehmen, übervorteilen, in Beschlag nehmen",,
1394_vereinzelntrennen,"vereinzeln, trennen",1359,SEPARATE
1395_sichscheuenvorachten,"sich scheuen vor, achten",,
1396_beschamenbeschimpfen,"beschämen, beschimpfen",,
1397_endenendigenaufhoren,"enden, endigen, aufhören",1928,CEASE
1398_jahrjrune,"Jahr, jRune",1226,YEAR
1399_miterbe,Miterbe,,
1400_sicherbarmenbemitleiden,"sich erbarmen, bemitleiden",,
1401_sichvermehrenzunehmen,"sich vermehren, zunehmen",1041,INCREASE
1402_zwingengebietennotigen,"zwingen, gebieten, nötigen",,
1403_zusammentragenvergleichengebaren,"zusammentragen, vergleichen, gebären",1195,GIVE BIRTH
1404_bergenbewahrenerhalten,"bergen, bewahren, erhalten",1997,PRESERVE
1405_erscheinung,Erscheinung,,
1406_offenbarengestaltgewinnenerscheinen,"offenbaren, Gestalt gewinnen, erscheinen",1076,EMERGE (APPEAR)
1407_durchwinkeandeuteneinzeichengebenandeuten,"durch Winke andeuten, ein Zeichen geben, andeuten",,
1408_vorteilerlangennutzenerlangen,"Vorteil erlangen, Nutzen erlangen",,
1409_wohnungaufschlagenwohnen,"Wohnung aufschlagen, wohnen",363,"DWELL (LIVE, RESIDE)"
1410_zusammengebrachteskollektesteuer,"Zusammengebrachtes, Kollekte, Steuer",,
1411_festgelageschmaus,"Festgelage, Schmaus",,
1412_mitburgermitbewohner,"Mitbürger, Mitbewohner",,
1414_erfreulich,erfreulich,,
1416_lustvergnugen,"Lust, Vergnügen",2960,LONGING (WISH)
1417_geschlechtsregister,Geschlechtsregister,,
1418_geburtabstammunggeschlechtgeburtsland,"Geburt, Abstammung, Geschlecht, Geburtsland",2805,BIRTH (ACCOUCHEMENT)
1419_reichtum,Reichtum,2996,WEALTH
1420_ausharrenertragen,"ausharren, ertragen",833,ENDURE
1421_durchsauern,durchsäuern,,
1422_bittenbeten,"bitten, beten",1828,ASK (REQUEST)
1423_reichlich,reichlich,,
1424_reichmachenbereichern,"reich machen, bereichern",,
1425_reichsein,reich sein,,
1426_reich,reich,712,RICH
1427_bandbinde,"Band, Binde",2969,RIBBON
1430_beugen,beugen,,
1431_abschaffentriumphieren,"abschaffen, triumphieren",,
1432_erbarmen,Erbarmen,,
1433_sicherbarmenbarmherzigsein,"sich erbarmen, barmherzig sein",,
1434_verblendenblenden,"verblenden, blenden",,
1435_verbessernherstellen,"verbessern, herstellen",2886,PRODUCE
1437_zerbrechen,zerbrechen,2558,BREAK (CLEAVE)
1438_brocken,Brocken,,
1439_band,Band,2969,RIBBON
1440_sichereigneneintreffenpassen,"sich ereignen, eintreffen, passen",1387,ARRIVE
1441_teilnehmergenosse,"Teilnehmer, Genosse",,
1442_zuteilenzerteilenteilen,"zuteilen, zerteilen, teilen",1119,DIVIDE
1443_verstockenverstocktmachen,"verstocken, verstockt machen",,
1445_sicherkuhnenwagenfreimutigsein,"sich erkühnen, wagen, freimütig sein",1779,DARE
1446_todbringentoten,"Tod bringen, töten",1417,KILL
1447_sterben,sterben,1494,DIE
1448_schon,schön,1427,BEAUTIFUL
1449_tat,Tat,,
1450_knetenbildenaustonbilden,"kneten, bilden, aus Ton bilden",274,KNEAD
1451_gebilde,Gebilde,,
1452_vetter,Vetter,3822,MALE COUSIN
1453_vertiefen,vertiefen,,
1454_schicklichpassend,"schicklich, passend",,
1455_urteilenentscheidensichvergleichensichmessenmit,"urteilen, entscheiden, sich vergleichen, sich messen mit",1818,ADJUDICATE
1456_aushauen,aushauen,,
1457_zusammentragen,zusammentragen,,
1458_trankenmit,tränken mit,,
1459_soldat,Soldat,1941,SOLDIER
1460_hinabsturzenniederwerfenherabwerfen,"hinabstürzen, niederwerfen, herabwerfen",,
1461_trinken,trinken,1401,DRINK
1462_hinfallenaufhorenfallen,"hinfallen, aufhören, fallen",1280,FALL
1463_inbesturzunggeraten,in Bestürzung geraten,,
1464_fang,Fang,,
1465_ergreifenerfassenertappenfangen,"ergreifen, erfassen, ertappen, fangen",702,CATCH
1466_zubereiten,zubereiten,1100,COOK (SOMETHING)
1467_sichfreuen,sich freuen,1495,HAPPY
1468_ubervorteilenbeansprucheninbesitznehmentauschen,"übervorteilen, beanspruchen, in Besitz nehmen, täuschen",3230,DECEIVE
1469_tadeligbescholten,"tadelig, bescholten",,
1470_tadeligschuldig,"tadelig, schuldig",1682,GUILTY
1471_behaltenbewahrenhalten,"behalten, bewahren, halten",1448,HOLD
1472_versammlunghoherrat,"Versammlung, hoher Rat",,
1473_ehrbarnuchternbesonnengesittet,"ehrbar, nüchtern, besonnen, gesittet",,
1475_anstandigpassendschicklich,"anständig, passend, schicklich",,
1476_kleidung,Kleidung,1895,CLOTHES
1479_begrabenverbergen,"begraben, verbergen",602,HIDE (CONCEAL)
1480_erfragenfragenerfahren,"erfragen, fragen, erfahren",1309,ASK (INQUIRE)
1481_klugheitbesonnenheitverstandigkeit,"Klugheit, Besonnenheit, Verständigkeit",,
1482_klugvernunftig,"klug, vernünftig",1310,CLEVER
1483_unterjochenherrschen,"unterjochen, herrschen",,
1484_erhaltungbewahrungschonung,"Erhaltung, Bewahrung, Schonung",,
1485_erhaltenschonen,"erhalten, schonen",694,GET
1486_kuss,Kuss,,
1487_abbilden,abbilden,,
1488_abgebildetwerdengestaltannehmendargestelltwerden,"abgebildet werden, Gestalt annehmen, dargestellt werden",,
1490_versohnung,Versöhnung,,
1491_verborgen,verborgen,,
1492_beglaubigenvollenden,"beglaubigen, vollenden",,
1493_erfullenfullenanfullen,"erfüllen, füllen, anfüllen",2006,FILL
1494_erfulltwerden,erfüllt werden,,
1495_zusammenkommensichversammelnkommensichbegebeneintretenausschlagen,"zusammenkommen, sich versammeln, kommen, sich begeben, eintreten, ausschlagen",1446,COME
1496_zusammenheftenverbinden,"zusammenheften, verbinden",2862,CONNECT
1497_sichverwandelneinegestaltannehmen,"sich verwandeln, eine Gestalt annehmen",,
1498_verunreinigenentheiligen,"verunreinigen, entheiligen",,
1499_zusammenfugen,zusammenfügen,,
1501_sichversohnenversohntwerden,"sich versöhnen, versöhnt werden",,
1502_gewinnen,gewinnen,,
1503_gangwegstrae,"Gang, Weg, Straße",2252,PATH
1505_gehenwandelnumhergehenkommen,"gehen, wandeln, umhergehen, kommen",1446,COME
1506_gehengang,"Gehen, Gang",695,GO
1507_gangergeher,"Gänger, Geher",,
1508_gehenreisen,"gehen, reisen",1443,WALK
1510_frommgottesfurchtig,"fromm, gottesfürchtig",,
1512_ehrbaranstandig,"ehrbar, anständig",,
1513_ergreifenenthaltenhaltenhabenfangen,"ergreifen, enthalten, halten, haben, fangen",1448,HOLD
1514_beherrscht,beherrscht,,
1515_heftenanhangen,"heften, anhängen",,
1516_anhangensichanheften,"anhangen, sich anheften",,
1517_zusammengeheftet,zusammengeheftet,,
1518_zusammenhangend,zusammenhängend,,
1519_zusammenhangendimzusammenhangderreihenach,"zusammenhängend, im Zusammenhang, der Reihe nach",,
1520_heilenherstellen,"heilen, herstellen",2886,PRODUCE
1521_geheiltwerdenhergestelltwerdengesundwerden,"geheilt werden, hergestellt werden, gesund werden",,
1522_ganzunversehrt,ganz unversehrt,,
1523_verheiungversprechen,"Verheißung, Versprechen",1675,PROMISE
1524_zusammenrufenverheiensichbekennenzu,"zusammenrufen, verheißen, sich bekennen zu",,
1525_sichbekleidensichanziehen,"sich bekleiden, sich anziehen",814,DRESS UP
1526_verhartenverstocken,"verhärten, verstocken",,
1528_gehorpredigt,"Gehör, Predigt",2518,HEARING (AURAL SENSE)
1529_horenvernehmendasgehorbekommen,"hören, vernehmen, das Gehör bekommen",1408,HEAR
1531_genosseamtsgenosse,"Genosse, Amtsgenosse",,
1533_erniedrigen,erniedrigen,,
1534_sichbetruben,sich betrüben,,
1535_enthaltsamkeit,Enthaltsamkeit,,
1537_ehebruchbegehen,Ehebruch begehen,,
1541_gangbar,gangbar,,
1542_gesinnungsinngewissen,"Gesinnung, Sinn, Gewissen",2950,MEANING
1543_meinen,meinen,,
1544_verhullenverbergen,"verhüllen, verbergen",602,HIDE (CONCEAL)
1545_umdrehenumkehrenbekehren,"umdrehen, umkehren, bekehren",581,COME BACK
1546_fugsamgetreugehorsam,"fügsam, getreu, gehorsam",,
1548_verweilenruhe,"Verweilen, Ruhe",3458,SILENCE
1549_zurruhekommenaufhorenverweilen,"zur Ruhe kommen, aufhören, verweilen",3351,STOP DOING
1550_weienweimachen,"weißen, weiß machen",,
1551_bedrohenscheltenstrafen,"bedrohen, schelten, strafen",1192,THREATEN
1554_speerspitze,Speerspitze,,
1555_bereuenbuetunsichandern,"bereuen, Buße tun, sich ändern",,
1557_frohlichmachenerfreuen,"fröhlich machen, erfreuen",1271,DELIGHT
1559_frohfrohlichuppig,"froh, fröhlich, üppig",1495,HAPPY
1562_gurtelgurt,"Gürtel, Gurt",772,BELT
1563_gurten,gürten,,
1564_verlangenwunschbegehren,"Verlangen, Wunsch, Begehren",2117,DESIRE
1565_begehrenverlangenbedurfen,"begehren, verlangen, bedürfen",2117,DESIRE
1566_begieriggierig,"begierig, gierig",2018,GREEDY
1567_leidenschaft,Leidenschaft,,
1568_gerspeer,"Ger, Speer",945,SPEAR
1569_schrecken,schrecken,,
1570_bockleinzickleinjungeziege,"Böcklein, Zicklein, junge Ziege",,
1571_ziegen,Ziegen,,
1573_besiegenuberwinden,"besiegen, überwinden",782,DEFEAT
1574_gespannpaar,"Gespann, Paar",,
1575_genosse,Genosse,,
1576_genossin,Genossin,,
1577_zusammenstellungzusammenjochunggleichnis,"Zusammenstellung, Zusammenjochung, Gleichnis",,
1578_verkundenberichtenbekanntmachenempfehlen,"verkünden, berichten, bekanntmachen, empfehlen",,
1579_besorgensichkummernsorgenfur,"besorgen, sich kümmern, sorgen für",,
1580_erprobenprufen,"erproben, prüfen",1975,CHECK
1581_erprobenwahlenprufen,"erproben, wählen, prüfen",1750,CHOOSE
1582_zerbrechenzerschellenzermalmen,"zerbrechen, zerschellen, zermalmen",2558,BREAK (CLEAVE)
1583_uberredung,Überredung,,
1584_nachgebenunterordnengehorchen,"nachgeben, unterordnen, gehorchen",1635,OBEY
1585_kennenlernenerfahren,"kennenlernen, erfahren",2218,EXPERIENCED
1586_anfangbekanntwerdung,"Anfang, Bekanntwerdung",1557,BEGINNING
1587_bewahrterprobtauserwahlt,"bewährt, erprobt, auserwählt",,
1588_probeprufung,"Probe, Prüfung",,
1590_hinlegenlegenwerfenauflegenaufsetzenliegen,"hinlegen, legen, werfen, auflegen, aufsetzen, liegen",1456,THROW
1591_lehrenbelehrenlernen,"lehren, belehren, lernen",504,LEARN
1592_nachfolgerverfolgerbegleiter,"Nachfolger, Verfolger, Begleiter",,
1593_nachfolgenbefolgenpflegen,"nachfolgen, befolgen, pflegen",253,CARE FOR
1594_rufensingen,"rufen, singen",1261,SING
1595_aufhaltenverhindernverzogern,"aufhalten, verhindern, verzögern",1550,PREVENT
1596_zusammenberufeneinladen,"zusammenberufen, einladen",1611,INVITE
1597_glanzkostbarkeitpracht,"Glanz, Kostbarkeit, Pracht",,
1598_glaube,Glaube,,
1599_glaubig,gläubig,,
1600_glaubenanvertrauen,"glauben, anvertrauen",1890,BELIEVE
1601_wertvollkostbarteuer,"wertvoll, kostbar, teuer",1426,EXPENSIVE
