ID,Name,Concepticon_ID,Concepticon_Gloss
2361_einwenden,einwenden,,
2362_schwangerschwangere,"schwanger, Schwangere",1123,PREGNANT
2363_stammesgenosselandsmann,"Stammesgenosse, Landsmann",,
2364_erleuchten,erleuchten,,
2365_vertauschungtausch,"Vertauschung, Tausch",,
2366_verwandelnverandern,"verwandeln, verändern",2856,CHANGE (SOMETHING)
2367_hinein,hinein,,
2368_inneninnerhalb,"innen, innerhalb",,
2369_zumhausgehorighausgenosse,"zum Haus gehörig, Hausgenosse",,
2370_voninnenhineininneninnerhalbinwendig,"von innen, hinein, innen, innerhalb, inwendig",,
2371_hineinbringenhineintragen,"hineinbringen, hineintragen",,
2372_hineingehenhineinkommen,"hineingehen, hineinkommen",749,ENTER
2373_eingangeintritt,"Eingang, Eintritt",,
2374_hineinziehenhineinfuhren,"hineinziehen, hineinführen",,
2375_voninneninwendig,"von innen, inwendig",,
2376_hineingehenfortgehen,"hineingehen, fortgehen",749,ENTER
2377_hineingehen,hineingehen,749,ENTER
2378_hernehmen,hernehmen,,
2379_erneuerungfestdertempelweihekirchweihe,"Erneuerung, Fest der Tempelweihe, Kirchweihe",,
2380_weiterhinaufschlupfenhineinschlupfen,"weiter hinaufschlüpfen, hineinschlüpfen",,
2381_derinnereinnerlich,"der innere, innerlich",,
2382_hineinwerfen,hineinwerfen,,
2383_erzurntwerdenzurnenunwilligsein,"erzürnt werden, zürnen, unwillig sein",2223,BE ANGRY
2384_erzitternerbeben,"erzittern, erbeben",,
2386_erzahlungaussagezeugnis,"Erzählung, Aussage, Zeugnis",2060,STORY
2387_einsaenhineinsaen,"einsäen, hineinsäen",,
2388_hinsehenansehenaufetwassehennachetwassehenaufblickensichumsehen,"hinsehen, ansehen, auf etwas sehen, nach etwas sehen, aufblicken, sich umsehen",1650,WATCH
2389_anseilenherablassen,"anseilen, herablassen",,
2390_vorstellenanrateneintretenfurbezeichnenvortragenanzeigen,"vorstellen, anraten, eintreten für, bezeichnen, vortragen, anzeigen",1115,SPEECH
2391_entsendenhinsendenzusendensenden,"entsenden, hinsenden, zusenden, senden",,
2392_bevorsteheneintretenfur,"bevorstehen, eintreten für",,
2394_anzundenverbrenneninbrandsetzen,"anzünden, verbrennen, in Brand setzen",737,LIGHT (IGNITE)
2395_einpfropfen,einpfropfen,,
2397_ohneauer,"ohne, außer",1478,WITHOUT
2398_erregenaufwiegeln,"erregen, aufwiegeln",,
2399_hineinwendenverdrehenverkehren,"hineinwenden, verdrehen, verkehren",,
2400_verehrungerweisenbegruenanbetenansehenverehren,"Verehrung erweisen, begrüßen, anbeten, ansehen, verehren",1650,WATCH
2401_anbetenbehexen,"anbeten, behexen",,
2402_verleugnenfurungultigerklaren,"verleugnen, für ungültig erklären",,
2403_ungerechtigkeit,Ungerechtigkeit,,
2404_gewundenungerechtverkehrtverdorben,"gewunden, ungerecht, verkehrt, verdorben",1728,ROTTEN
2405_bevorstehen,bevorstehen,,
2406_innerhalbdesgesetzesstehendgesetzlich,"innerhalb des Gesetzes stehend, gesetzlich",,
2407_eingott,ein Gott,3231,DEITY
2408_er,er,1211,HE
2409_isch,isch,,
2410_israel,Israel,,
2411_israelit,Israelit,,
2412_essen,essen,1336,EAT
2413_aberundwennnunalsodenn,"aber, und, wenn, nun, also, denn",1577,AND
2414_judaa,Judäa,,
2415_jude,Jude,,
2416_aufjudischeweise,auf jüdische Weise,,
2417_judischleben,jüdisch leben,,
2419_haufenmenge,"Haufen, Menge",2984,HEAP
2420_aufwartshinauf,"aufwärts, hinauf",1591,UP
2421_obenhinauf,"oben, hinauf",1265,HIGH
2422_vonobenvonanfanganvonvorne,"von oben, von Anfang an, von vorne",,
2423_vonoben,von oben,,
2424_besser,besser,,
2425_erholungbesserung,"Erholung, Besserung",,
2426_bessernerleichtern,"bessern, erleichtern",,
2427_besservorzuglicher,"besser, vorzüglicher",,
2428_nachkomme,Nachkomme,,
2430_euer,euer,2274,YOUR (PLURAL)
2431_ja,ja,1268,YES
2432_obwennwennnur,"ob, wenn, wenn nur",,
2433_undundzwarauchaberdenn,"und, und zwar, auch, aber, denn",1577,AND
2434_jawahrlichfurwahr,"ja, wahrlich, für wahr",1268,YES
2435_anjenemortdort,"an jenem Ort, dort",1937,THERE
2437_dorthin,dorthin,2923,THITHER (THERE TO)
2438_dorthingewandt,dorthin gewandt,,
2439_jener,jener,78,THAT
2440_dorthervondort,"dorther, von dort",,
2441_undwennseiesdassgleichvielobentwederoder,"und wenn, sei es dass, gleichviel ob, entweder ... oder",,
2442_ob,ob,,
2443_jahrzeitjrune,"Jahr, Zeit, jRune",1226,YEAR
2444_jesus,Jesus,,
2445_zornausbruchstreit,"Zornausbruch, Streit",,
2446_kampfenringenobsiegen,"kämpfen, ringen, obsiegen",1423,FIGHT
2447_julfest,Julfest,,
2448_julmonatdezember,"Julmonat, Dezember",2855,DECEMBER
2449_jotapunktchen,"Jota, Pünktchen",,
2450_schondochnunjetzt,"schon, doch, nun, jetzt",1376,NOW
2451_judisch,jüdisch,,
2452_jungling,Jüngling,76,YOUNG MAN
2453_jungjugendlich,"jung, jugendlich",1207,YOUNG
2454_gespannjochpaar,"Gespann, Joch, Paar",14,YOKE
2455_joch,Joch,14,YOKE
2456_jugend,Jugend,,
2457_ihr,ihr,1213,YOU
2458_ihrbeide,ihr beide,,
2459_schon,schon,2576,ALREADY
2460_ihrwelchedieihr,"ihr welche, die ihr",1213,YOU
2461_undsoweiter,und so weiter,,
2462_kaiser,Kaiser,,
2463_kaisergeldzensussteuerkaisersteuer,"Kaisergeld, Zensus, Steuer, Kaisersteuer",,
2464_kalb,Kalb,1989,CALF
2465_jungekuhweiblicheskalbkalbe,"junge Kuh, weibliches Kalb, Kalbe",,
2466_quellebrunnen,"Quelle, Brunnen",954,WELL
2467_kalt,kalt,1287,COLD
2468_hurereiunzucht,"Hurerei, Unzucht",,
2469_unzuchttreibenhuren,"Unzucht treiben, huren",,
2470_hure,Hure,1610,PROSTITUTE
2471_geschlechtnachkommenschaft,"Geschlecht, Nachkommenschaft",,
2472_kundtunbekanntmachenempfehlenverkunden,"kund tun, bekanntmachen, empfehlen, verkünden",,
2473_dashaarabschneidenscheren,"das Haar abschneiden, scheren",1532,SHEAR
2474_hauenschneiden,"hauen, schneiden",1432,CUT
2476_besorgt,besorgt,,
2477_kerkergefangnis,"Kerker, Gefängnis",,
2478_sichkummern,sich kümmern,,
2479_karpfen,Karpfen,,
2481_gefa,Gefäß,,
2482_topfer,Töpfer,,
2483_kessel,Kessel,854,KETTLE
2484_handelkauf,"Handel, Kauf",,
2485_ohrfeigenfaustschlaggeben,"ohrfeigen, Faustschlag geben",,
2486_geschaftemachenhandeltreiben,"Geschäfte machen, Handel treiben",2135,TRADE OR BARTER
2487_gabefrommestiftungopfer,"Gabe, fromme Stiftung, Opfer",1103,SACRIFICE
2488_tempelschatz,Tempelschatz,,
2489_schwerefullelast,"Schwere, Fülle, Last",1679,LOAD
2490_schwerebeschwerlichkeit,"Schwere, Beschwerlichkeit",,
2491_lastschwere,"Last, Schwere",1679,LOAD
2492_druckenbelastigenbeschweren,"drücken, belästigen, beschweren",1913,PRESS
2493_korngetreideweizen,"Korn, Getreide, Weizen",605,GRAIN
2494_korn,Korn,605,GRAIN
2495_schwerlastig,"schwer, lästig",1210,HEAVY
2496_kostenkennenlernenprufen,"kosten, kennen lernen, prüfen",1975,CHECK
2497_sicherheitburgschaftverschreibung,"Sicherheit, Bürgschaft, Verschreibung",,
2498_keimen,keimen,,
2499_turmspeisesaalimobergeschosoller,"Turm, Speisesaal im Obergeschoß, Söller",,
2500_schluckenschlingen,"schlucken, schlingen",897,SWALLOW
2501_trinkedenbecheraus,trinke den Becher aus,,
2503_mutterleib,Mutterleib,,
2504_kind,Kind,1304,CHILD (YOUNG HUMAN)
2505_statthalterlandpfleger,"Statthalter, Landpfleger",,
2506_kindgeschlechtart,"Kind, Geschlecht, Art",1304,CHILD (YOUNG HUMAN)
2508_heller,Heller,,
2509_prufenwahlen,"prüfen, wählen",1750,CHOOSE
2510_gellenklingenschallen,"gellen, klingen, schallen",2879,SOUND (OF INSTRUMENT OR VOICE)
2511_beckenzimbelklingelschelle,"Becken, Zimbel, Klingel, Schelle",,
2512_klobenkluppegespaltenerzweig,"Kloben, Kluppe, gespaltener Zweig",,
2514_knie,Knie,1371,KNEE
2515_geschlecht,Geschlecht,,
2516_niederfallenaufdiekniefallenknien,"niederfallen, auf die Knie fallen, knien",66,KNEEL
2517_knien,Knien,66,KNEEL
2518_knien,knien,66,KNEEL
2519_kuchen,Kuchen,,
2521_becher,Becher,476,CUP
2522_drucken,drücken,1913,PRESS
2523_klammerhaken,"Klammer, Haken",1071,HOOK
2524_haken,Haken,1071,HOOK
2525_kratzen,kratzen,1767,SCRAPE
2526_kreischenschreien,"kreischen, schreien",715,SHOUT
2527_kreis,Kreis,1467,CIRCLE
2528_grieche,Grieche,,
2530_knirschen,knirschen,,
2531_zermalmen,zermalmen,,
2532_krug,Krug,270,JUG
2533_krucke,Krücke,,
2534_rundemasse,runde Masse,,
2536_kleie,Kleie,,
2537_knirschen,Knirschen,,
2538_liegenamtischtischgesellschaftgruppetischgenossenschaft,"Liegen am Tisch, Tischgesellschaft, Gruppe, Tischgenossenschaft",,
2539_kussen,küssen,578,KISS
2540_stehauf,steh auf,,
2541_fesselband,"Fessel, Band",2969,RIBBON
2542_sichvermehren,sich vermehren,,
2544_geschlechtstamm,"Geschlecht, Stamm",344,TREE TRUNK
2545_kennenlernen,Kennenlernen,,
2546_kennenwissen,"kennen, wissen",1410,KNOW (SOMETHING)
2547_kennenlernen,kennenlernen,,
2548_stammend,stammend,,
2549_kundekenntnis,"Kunde, Kenntnis",,
2550_kunden,künden,,
2551_kundbekanntbekannter,"kund, bekannt, Bekannter",3005,FAMILIAR
2552_keusch,keusch,,
2553_kehlekrunegeschwur,"Kehle, kRune, Geschwür",1346,THROAT
2554_probe,Probe,,
2555_prufungbeweis,"Prüfung, Beweis",,
2556_kyrenischeinwohnervonkyrene,"kyrenisch, Einwohner von Kyrene",,
2557_langmut,Langmut,,
2558_langmutig,langmütig,,
2559_lange,Länge,2537,LENGTH
2560_lang,lang,1203,LONG
2561_legenauflegenhinlegensetzenstellen,"legen, auflegen, hinlegen, setzen, stellen",2071,LAY (VERB)
2562_seelrune,"See, lRune",624,LAKE
2563_schmahen,schmähen,,
2564_uberbleibselrest,"Überbleibsel, Rest",,
2565_ubriglassen,übrig lassen,,
2566_gehenmachenleiten,"gehen machen, leiten",43,LEAD (GUIDE)
2567_rest,Rest,,
2568_legion,Legion,,
2569_lecken,lecken,319,LICK
2570_hupfenspringen,"hüpfen, springen",1829,JUMP
2571_tanz,Tanz,,
2572_leseabschnittlektion,"Leseabschnitt, Lektion",,
2573_wissenerfahren,"wissen, erfahren",1410,KNOW (SOMETHING)
2575_zumlehrenbefahigtzumlehrengeeignetlehrend,"zum Lehren befähigt, zum Lehren geeignet, lehrend",,
2577_gelehrt,gelehrt,,
2578_lehrenbelehrensichbelehren,"lehren, belehren, sich belehren",709,TEACH
2579_lehre,Lehre,,
2580_folgennachstrebenverfolgennachgehen,"folgen, nachstreben, verfolgen, nachgehen",1085,FOLLOW
2581_leisten,leisten,,
2582_spur,Spur,318,FOOTPRINT
2583_leid,leid,,
2584_levit,Levit,,
2585_lammschafjungeskleinvieh,"Lamm, Schaf, junges Kleinvieh",1331,SHEEP
2586_lahmschlaffmildmatt,"lahm, schlaff, mild, matt",320,LAME
2587_landlandgutgegend,"Land, Landgut, Gegend",1300,COUNTRY
2588_lende,Lende,187,LOIN
2589_loffel,Löffel,1378,SPOON
2590_schwach,schwach,1601,WEAK
2591_fetzen,Fetzen,,
2592_lassigkeittragheit,"Lässigkeit, Trägheit",,
2593_aufhaltenverzogernlangedauern,"aufhalten, verzögern, lange dauern",,
2594_lassigtragefaul,"lässig, träge, faul",1564,LAZY
2595_rufladung,"Ruf, Ladung",2944,CALL (APPEAL)
2597_gern,gern,,
2598_einladen,einladen,1611,INVITE
2599_einladungberufungtrosterlosung,"Einladung, Berufung, Trost, Erlösung",,
2600_glanz,Glanz,,
2601_laubhutte,Laubhütte,,
2603_laubevorhalledach,"Laube, Vorhalle, Dach",769,ROOF
2605_laubblatt,"Laub, Blatt",628,LEAF
2607_leugnen,leugnen,755,DENY
2608_verborgenheit,Verborgenheit,,
2609_blitzen,blitzen,,
2610_blitz,Blitz,1654,LIGHTNING
2611_lohnbelohnungdank,"Lohn, Belohnung, Dank",1122,WAGES
2612_undankbar,undankbar,,
2614_losleer,"los, leer",1624,EMPTY
2616_leeresgeredeleeresgeschwatz,"leeres Gerede, leeres Geschwätz",,
2617_leeresgeschwatzvollfuhrendhohlerschwatzer,"leeres Geschwätz vollführend, hohler Schwätzer",,
2620_mitleerenhanden,mit leeren Händen,,
2621_losenlosmachenrettengelderhebengeldeintreibengeldzuruckfordernfordernsichbezahlenlassen,"lösen, losmachen, retten, Geld erheben, Geld eintreiben, Geld zurückfordern, fordern, sich bezahlen lassen",2008,RESCUE
2622_fasten,Fasten,303,ABSTAIN FROM FOOD
2623_leerenmagensnuchternungespeist,"leeren Magens, nüchtern, ungespeist",,
2624_beschaffengro,"beschaffen, groß",1202,BIG
2625_leichtleichtsinnig,"leicht, leichtsinnig",1052,LIGHT (WEIGHT)
2626_leihenborgen,"leihen, borgen",582,LEND
2627_korperleibleichnamfleisch,"Körper, Leib, Leichnam, Fleisch",1480,BODY
2628_gefallengutdunkenwohlgefallenvorsatz,"Gefallen, Gutdünken, Wohlgefallen, Vorsatz",,
2629_gefallen,gefallen,,
2630_gleichheit,Gleichheit,,
2631_leiblichfleischlich,"leiblich, fleischlich",,
2632_leinenleinwandlinnen,"Leinen, Leinwand, Linnen",,
2633_kundig,kundig,,
2634_kunde,Kunde,,
2635_leiste,Leiste,,
2636_kleinwenig,"klein, wenig",1246,SMALL
2637_gehen,gehen,1443,WALK
2638_obstwein,Obstwein,,
2639_arzt,Arzt,597,PHYSICIAN
2640_heilung,Heilung,,
2641_heilen,heilen,499,CURE
2643_lassen,Lassen,2896,CAUSE TO (LET)
2644_lassenzurucklassenzulassen,"lassen, zurücklassen, zulassen",2896,CAUSE TO (LET)
2645_gelassenwerden,gelassen werden,,
2646_gelassener,Gelassener,,
2648_leute,Leute,789,PEOPLE
2650_gelegenheitveranlassunganlass,"Gelegenheit, Veranlassung, Anlass",,
2651_verraten,verraten,1902,BETRAY
2652_leben,Leben,210,LIFE
2653_leben,leben,1422,BE ALIVE
2654_restuberbleibsel,"Rest, Überbleibsel",,
2655_ubrigbleiben,übrigbleiben,,
2656_lebenleib,"Leben, Leib",210,LIFE
2657_liegendarniederliegen,"liegen, darniederliegen",1411,LIE (REST)
2658_lagerbettbeilager,"Lager, Bett, Beilager",1663,BED
2659_warum,warum,1270,WHY
2660_lindmild,"lind, mild",,
2661_lindelindenschild,"Linde, Lindenschild",,
2662_leisesanft,"leise, sanft",1954,GENTLE
2663_sammelnlesen,"sammeln, lesen",724,READ
2664_schnitte,Schnitte,,
2665_zuwenig,zu wenig,,
2666_listig,listig,,
2667_list,List,,
2668_verstellungheuchelei,"Verstellung, Heuchelei",,
2669_bittgebetfurbitte,"Bittgebet, Fürbitte",,
2670_heuchelnsichverstellen,"heucheln, sich verstellen",,
2671_glied,Glied,1222,PENIS
2672_lieblich,lieblich,,
2674_liebgeliebt,"lieb, geliebt",2470,DEAR
2676_heiratehe,"Heirat, Ehe",2432,MARRIAGE
2679_lugenbelugen,"lügen, belügen",601,LIE (MISLEAD)
2680_lugnerisch,lügnerisch,,
2681_luge,Lüge,2826,LIE (FALSEHOOD)
2682_lugenprophetfalscherprophet,"Lügenprophet, falscher Prophet",,
2683_lugenredendlugnerisch,"Lügen redend, lügnerisch",,
2684_lugner,Lügner,3470,LIAR
2685_erleuchtunglicht,"Erleuchtung, Licht",630,LIGHT (RADIATION)
2686_helleglanz,"Helle, Glanz",,
2687_hell,hell,679,BRIGHT
2689_leuchten,leuchten,,
2690_lichtstrahlendhell,"licht, strahlend, hell",679,BRIGHT
2691_losenlossein,"lösen, los sein",352,UNTIE
2692_heuchler,Heuchler,,
2693_heucheleibetrugwurfelspieltrugspiel,"Heuchelei, Betrug, Würfelspiel, Trugspiel",,
2694_heuchlerischbetrugerisch,"heuchlerisch, betrügerisch",,
2695_lied,Lied,1096,SONG
2696_sanger,Sänger,,
2697_lobsingensingen,"lobsingen, singen",1261,SING
2698_mannleute,"Mann, Leute",1554,MAN
2699_lowe,Löwe,1386,LION
2700_flachehand,flache Hand,,
2701_lache,Lache,,
2702_luderlockspeise,"Luder, Lockspeise",,
2704_hoffen,hoffen,1092,HOPE
2705_gift,Gift,655,POISON
2706_giftkundigzauberer,"giftkundig, Zauberer",823,SORCERER
2707_giftmischereizaubereigiftkunde,"Giftmischerei, Zauberei, Giftkunde",,
2708_liebe,Liebe,923,LOVE
2709_angesichtantlitz,"Angesicht, Antlitz",1560,FACE
2710_schlaffeinfach,"schlaff, einfach",686,EASY
2711_luft,Luft,27,AIR
2712_lochoffnung,"Loch, Öffnung",1667,HOLE
2713_schlieen,schließen,1046,SHUT
2714_leuchtelicht,"Leuchte, Licht",630,LIGHT (RADIATION)
2715_leuchter,Leuchter,,
2716_sichschlieen,sich schließen,,
2718_losen,lösen,352,UNTIE
2719_losegeld,Lösegeld,,
2720_gelostwerden,gelöst werden,,
2721_begehrengelusten,"begehren, gelüsten",,
2722_losung,Lösung,,
2723_lustbegierdeverlangen,"Lust, Begierde, Verlangen",2960,LONGING (WISH)
2724_ersehnt,ersehnt,,
2725_tauschenbetrugenverfuhrer,"täuschen, betrügen, Verführer",3230,DECEIVE
2726_konnenvermogen,"können, vermögen",972,BE ABLE
2727_jungfraulichkeit,Jungfräulichkeit,,
2728_jungfraumagd,"Jungfrau, Magd",,
2729_knableinknabe,"Knäblein, Knabe",1366,BOY
2730_knabejunglingsohnknecht,"Knabe, Jüngling, Sohn, Knecht",1620,SON
2731_machtigmoglichstarkherrscher,"mächtig, möglich, stark, Herrscher",785,STRONG
2732_machtkraftvermogenwundertat,"Macht, Kraft, Vermögen, Wundertat",2526,POWER
2733_tausch,Tausch,,
2734_tauschenverfalschenschachertreiben,"tauschen, verfälschen, Schacher treiben",2509,EXCHANGE
2735_mistdunger,"Mist, Dünger",,
2736_runzel,Runzel,,
2737_pergament,Pergament,,
2738_gemeingemeinsam,"gemein, gemeinsam",,
2739_mehrvielmehr,"mehr, vielmehr",1992,MORE
2740_hochstens,höchstens,,
2741_meistegrotehochste,"meiste, größte, höchste",,
2742_schneiden,Schneiden,1432,CUT
2743_schneidenhauen,"schneiden, hauen",1432,CUT
2744_gabegeschenk,"Gabe, Geschenk",2982,GIFT
2745_verkruppeltverwundet,"verkrüppelt, verwundet",,
2746_groere,größere,,
2747_mehr,mehr,1992,MORE
2749_mahlen,mahlen,1033,GRIND
2750_sand,Sand,671,SAND
2751_motte,Motte,2828,MOTH
2753_auflosung,Auflösung,,
2754_auflosen,auflösen,,
2755_malmen,malmen,,
2757_mammonreichtum,"Mammon, Reichtum",2996,WEALTH
2758_mensch,Mensch,683,PERSON
2759_mengeuberfluss,"Menge, Überfluss",2987,AMOUNT
2760_mengevolk,"Menge, Volk",789,PEOPLE
2761_mannigfaltig,mannigfaltig,,
2762_mehrenvermehren,"mehren, vermehren",,
2763_reichlichvorhandenseinuberflusshaben,"reichlich vorhanden sein, Überfluss haben",,
2764_manchvieluber,"manch, viel, über",1198,MANY
2765_menschenmorder,Menschenmörder,,
2766_gezahmt,gezähmt,,
2767_menschensaatweltmenschheit,"Menschensaat, Welt, Menschheit",965,WORLD
2769_bild,Bild,3303,PICTURE (PAINTING)
2770_menschmannmrune,"Mensch, Mann, mRune",683,PERSON
2771_manna,Manna,,
2772_jemand,jemand,2422,SOMEONE
2773_menschlichkeit,Menschlichkeit,,
2774_menschlich,menschlich,,
2775_bereitschaftmittel,"Bereitschaft, Mittel",,
2776_bereitenzurechtmachen,"bereiten, zurechtmachen",,
2778_bereit,bereit,,
2780_derherrkommt,der Herr kommt,,
2781_meer,Meer,1474,SEA
2782_pferd,Pferd,615,HORSE
2783_pferdeknecht,Pferdeknecht,,
2784_perle,Perle,3325,PEARL
2785_meerseesee,"Meersee, See",624,LAKE
2786_markgrenze,"Mark, Grenze",2546,BORDER
2787_zeichen,Zeichen,1720,SIGN
2788_bezeichnen,bezeichnen,180,CALL BY NAME
2789_martyrer,Märtyrer,,
2790_marder,Marder,,
2791_hochzeit,Hochzeit,1259,WEDDING
2792_argernis,Ärgernis,,
2793_argernzumargernissein,"ärgern, zum Ärgernis sein",2892,MAKE ANGRY (ANNOY)
2794_mast,Mast,184,MAST
2795_ranzenspeisesackspeisetasche,"Ranzen, Speisesack, Speisetasche",,
2796_essenfressen,"essen, fressen",1336,EAT
2797_speiseproviantmahl,"Speise, Proviant, Mahl",481,DISH
2798_wurmmade,"Wurm, Made",1219,WORM
2800_versammlungsortmarktplatzmarkt,"Versammlungsort, Marktplatz, Markt",633,MARKET
2801_rederedeweise,"Rede, Redeweise",1115,SPEECH
2802_redner,Redner,,
2804_erinnern,erinnern,,
2805_ermudet,ermüdet,1757,TIRED
2806_bauch,Bauch,1251,BELLY
2807_mohren,Mohren...,,
2808_morgen,Morgen,1339,MORNING
2809_kurzen,kürzen,,
2810_kurz,kurz,1645,SHORT
2811_sorgenfurbesorgtsein,"sorgen für, besorgt sein",,
2812_mord,Mord,845,MURDER
2813_morder,Mörder,3871,MURDERER
2814_morden,morden,,
2816_madchenjungfrau,"Mädchen, Jungfrau",1646,GIRL
2817_eidamschwiegersohn,"Eidam, Schwiegersohn",1056,SON-IN-LAW
2818_mein,mein,2090,MY
2820_zeitstunde,"Zeit, Stunde",892,TIME
2821_schriftmalzeichenschriftzeichen,"Schrift, Mal, Zeichen, Schriftzeichen",1720,SIGN
2822_scheffelma,"Scheffel, Maß",,
2824_schrift,Schrift,,
2825_schreibenaufschreiben,"schreiben, aufschreiben",1672,WRITE
2826_mond,Mond,1313,MOON
2827_monat,Monat,1370,MONTH
2828_gro,groß,1202,BIG
2829_kunderuf,"Kunde, Ruf",2944,CALL (APPEAL)
2830_verkundigungpredigt,"Verkündigung, Predigt",,
2831_groberuhmt,"groß, berühmt",1202,BIG
2832_geruchtkunde,"Gerücht, Kunde",,
2833_kundenkundtunverkundendasevangeliumverkunden,"künden, kund tun, verkünden, das Evangelium verkünden",,
2834_verkundigerpredigerherold,"Verkündiger, Prediger, Herold",,
2835_bekanntwerden,bekannt werden,,
2836_tischschusselplatte,"Tisch, Schüssel, Platte",1775,TABLE
2838_zwischenwand,Zwischenwand,,
2839_uberflutungsintflutuberschwemmung,"Überflutung, Sintflut, Überschwemmung",,
2840_mittleremitten,"mittlere, mitten",,
2841_diebewohnteerdeerdkreis,"die bewohnte Erde, Erdkreis",,
2842_mitte,Mitte,1093,MIDDLE
2843_vermitteln,vermitteln,,
2844_mittler,Mittler,,
2845_met,Met,,
2846_sehrgro,"sehr, groß",1202,BIG
2848_groe,Größe,2845,SIZE (OF OBJECT)
2849_preisen,preisen,,
2850_verherrlichtwerden,verherrlicht werden,,
2851_grostarkviel,"groß, stark, viel",785,STRONG
2852_hochmutig,hochmütig,,
2853_mildfreundlich,"mild, freundlich",,
2854_mildeherzmitleid,"Milde, Herz, Mitleid",1223,HEART
2855_wolke,Wolke,1489,CLOUD
2856_kriegsdienstetun,Kriegsdienste tun,,
2857_honig,Honig,942,HONEY
2858_schmelzensichauflosen,"schmelzen, sich auflösen",2334,MELT
2859_milz,Milz,1744,SPLEEN
2860_milch,Milch,635,MILK
2861_fleisch,Fleisch,634,MEAT
2862_denken,Denken,2271,THINK
2863_kleinstegeringstemindeste,"kleinste, geringste, mindeste",,
2864_kleinergeringer,"kleiner, geringer",,
2865_minderwenigergeringer,"minder, weniger, geringer",,
2866_abnehmensichmindern,"abnehmen, sich mindern",2864,DECREASE
2867_missverschieden,"miss, verschieden",2504,DIFFERENT
2868_missetatsunde,"Missetat, Sünde",2971,SIN
2869_verschiedenmannigfaltig,"verschieden, mannigfaltig",2504,DIFFERENT
2870_zwiespaltmissredestreit,"Zwiespalt, Missrede, Streit",,
2871_missetun,missetun,,
2872_einanderwechselseitig,"einander, wechselseitig",,
2874_messen,messen,1506,MEASURE
2875_ma,Maß,,
2876_ermessenbedenkenuberlegen,"ermessen, bedenken, überlegen",,
2877_uberlegunggedanke,"Überlegung, Gedanke",2975,THOUGHT
2878_mitbeiunter,"mit, bei, unter",1485,BELOW OR UNDER
2879_sichmitzutischelegenlagern,"sich mit zu Tische legen, lagern",,
2880_mitarbeitenleidenmit,"mitarbeiten, leiden mit",,
2881_sichmitfreuen,sich mitfreuen,,
2882_mitgefangennehmen,mitgefangennehmen,,
2884_mitgehen,mitgehen,,
2885_mitnachahmen,mitnachahmen,,
2886_mitbegraben,mitbegraben,,
2887_mitbeleben,mitbeleben,,
2888_sichmithinsetzensichzusammensetzen,"sich mithinsetzen, sich zusammensetzen",,
2889_mitsterben,mitsterben,,
2890_miterbauen,miterbauen,,
2891_mitfortziehenmitfuhren,"mitfortziehen, mitführen",,
2892_zusammenverweilenzusammensein,"zusammenverweilen, zusammen sein",,
2893_mithineingehen,mithineingehen,,
2894_mitentsenden,mitentsenden,,
2895_mitbelasten,mitbelasten,,
2896_mitleben,mitleben,,
2897_mitheucheln,mitheucheln,,
2898_mitessen,mitessen,,
2899_annehmengeltenlassen,"annehmen, gelten lassen",,
2900_mitkommen,mitkommen,,
2901_mitsprechennachsprechen,"mitsprechen, nachsprechen",,
2902_mitjemandemreden,mit jemandem reden,,
2904_versetzen,versetzen,,
2905_mitknechtseinmitdienen,"Mitknecht sein, mitdienen",,
2906_mitdisputierenmitjemandemstreiten,"mitdisputieren, mit jemandem streiten",,
2907_zusammenstehenmit,zusammenstehen mit,,
2908_inzwischen,inzwischen,,
2909_wahrend,während,,
2910_mitherrschen,mitherrschen,,
2911_mitaufrichten,mitaufrichten,,
2912_mitaufstehen,mitaufstehen,,
2913_mitjemandemkreuzigen,mit jemandem kreuzigen,,
2914_mitauskeimenmithervorkeimen,"mitauskeimen, mithervorkeimen",,
2915_mitbezeugen,mitbezeugen,,
2916_beistehenzuhilfekommen,"beistehen, zu Hilfe kommen",,
2917_bewusst,bewusst,,
2918_mitwissenbewusstseingewissen,"Mitwissen, Bewusstsein, Gewissen",,
2919_bewusstsein,bewusst sein,,
2920_lohn,Lohn,1122,WAGES
2921_zornig,zornig,,
2922_ermuden,ermüden,,
2923_mautzollzollhaus,"Maut, Zoll, Zollhaus",,
2924_raumfindenerlaubnishabendurfen,"Raum finden, Erlaubnis haben, dürfen",,
2925_zollner,Zöllner,,
2926_mautstattezollstattezollhaus,"Mautstätte, Zollstätte, Zollhaus",,
2928_zornmut,"Zorn, Mut",,
2929_mutig,mütig,,
2930_moder,Moder,,
2931_schimmeligverdrielich,"schimmelig, verdrießlich",,
2932_schimmeln,schimmeln,,
2933_ameise,Ameise,587,ANT
2934_nachgiebigkeitsanftmut,"Nachgiebigkeit, Sanftmut",,
2935_sanftmutig,sanftmütig,,
2936_sanftweich,"sanft, weich",1856,SOFT
2937_maul,Maul,,
2939_vonstaubirdisch,"von Staub, irdisch",,
2940_schlamm,Schlamm,640,MUD
2941_maulwurf,Maulwurf,1907,MOLE
2942_meinenglaubendafurhalten,"meinen, glauben, dafür halten",1890,BELIEVE
2943_zutungedenkenwollen,"zu tun gedenken, wollen",1784,WANT
2945_sicheinenbesehensehenauf,"sich einen besehen, sehen auf",,
2946_ziel,Ziel,,
2947_eifrigzielstrebig,"eifrig, zielstrebig",,
2948_schutz,Schutz,,
