ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,ProsodicStructure
f2622,,Gothic,2621_losenlosmachenrettengelderhebengeldeintreibengeldzuruckfordernfordernsichbezahlenlassen,lausjan,lausjan,l ɔ s j a n,,Kobler1989,,,^ lausjan $,default,CVCCVC
f2623,,Gothic,2622_fasten,lausqiþrei,lausqiþrei,l ɔ s kʷ ɪ θ r i,,Kobler1989,,,^ lausqiþrei $,default,CVCCVCCV
f2624,,Gothic,2623_leerenmagensnuchternungespeist,lausqiþrs,lausqiþrs,l ɔ s kʷ ɪ θ r̥ s,,Kobler1989,,,^ lausqiþrs $,default,CVCCVCVC
f2625,,Gothic,2624_beschaffengro,lauþs,lauþs,l ɔ θ s,,Kobler1989,,,^ lauþs $,default,CVCC
f2626,,Gothic,2625_leichtleichtsinnig,leihts,leihts,l i h t s,,Kobler1989,,,^ leihts $,default,CVCCC
f2627,,Gothic,2626_leihenborgen,leiƕansis,leiƕansis,l i ʍ a n s ɪ s,,Kobler1989,,,^ leiƕansis $,default,CVCVCCVC
f2628,,Gothic,2627_korperleibleichnamfleisch,leik,leik,l i k,,Kobler1989,,,^ leik $,default,CVC
f2629,,Gothic,2628_gefallengutdunkenwohlgefallenvorsatz,leikains,leikains,l i k ɛ n s,,Kobler1989,,,^ leikains $,default,CVCVCC
f2630,,Gothic,2629_gefallen,leikan,leikan,l i k a n,,Kobler1989,,,^ leikan $,default,CVCVC
f2631,,Gothic,2630_gleichheit,leikei,leikei,l i k i,,Kobler1989,,,^ leikei $,default,CVCV
f2632,,Gothic,2631_leiblichfleischlich,leikeins,leikeins,l i k i n s,,Kobler1989,,,^ leikeins $,default,CVCVCC
f2633,,Gothic,2632_leinenleinwandlinnen,lein,lein,l i n,,Kobler1989,,,^ lein $,default,CVC
f2634,,Gothic,2633_kundig,leis,leis,l i s,,Kobler1989,,,^ leis $,default,CVC
f2635,,Gothic,2634_kunde,leisei,leisei,l i s i,,Kobler1989,,,^ leisei $,default,CVCV
f2636,,Gothic,2635_leiste,leista,leista,l i s t a,,Kobler1989,,,^ leista $,default,CVCCV
f2637,,Gothic,2636_kleinwenig,leitils,leitils,l i t ɪ l s,,Kobler1989,,,^ leitils $,default,CVCVCC
f2638,,Gothic,2637_gehen,leiþan,leiþan,l i θ a n,,Kobler1989,,,^ leiþan $,default,CVCVC
f2639,,Gothic,2638_obstwein,leiþu,leiþu,l i θ u,,Kobler1989,,,^ leiþu $,default,CVCV
f2640,,Gothic,2639_arzt,lēkeis,lēkeis,l e k i s,,Kobler1989,,,^ lēkeis $,default,CVCVC
f2641,,Gothic,2640_heilung,lēkinassus,lēkinassus,l e k ɪ n a sː u s,,Kobler1989,,,^ lēkinassus $,default,CVCVCVCVC
f2642,,Gothic,2641_heilen,lēkinōn,lēkinōn,l e k ɪ n o n,,Kobler1989,,,^ lēkinōn $,default,CVCVCVC
f2643,,Gothic,2648_leute,leodes,leodes,l e o ð e s,,Kobler1989,,,^ leodes $,default,CVVCVC
f2644,,Gothic,2643_lassen,lēt,lēt,l e t,,Kobler1989,,,^ lēt $,default,CVC
f2645,,Gothic,2644_lassenzurucklassenzulassen,lētan,lētan,l e t a n,,Kobler1989,,,^ lētan $,default,CVCVC
f2646,,Gothic,2645_gelassenwerden,lētnan,lētnan,l e t n a n,,Kobler1989,,,^ lētnan $,default,CVCCVC
f2647,,Gothic,2646_gelassener,lēts,lēts,l e t s,,Kobler1989,,,^ lēts $,default,CVCC
f2648,,Gothic,2708_liebe,leuba,leuba,l e u β a,,Kobler1989,,,^ leuba $,default,CVVCV
f2649,,Gothic,2648_leute,leuda,leuda,l e u ð a,,Kobler1989,,,^ leuda $,default,CVVCV
f2650,,Gothic,4476_mann,leudis,leudis,l e u ð ɪ s,,Kobler1989,,,^ leudis $,default,CVVCVC
f2651,,Gothic,2650_gelegenheitveranlassunganlass,lēw,lēw,l e w,,Kobler1989,,,^ lēw $,default,CVC
f2652,,Gothic,2651_verraten,lēwjan,lēwjan,l e w j a n,,Kobler1989,,,^ lēwjan $,default,CVCCVC
f2653,,Gothic,2652_leben,libains,libains,l ɪ β ɛ n s,,Kobler1989,,,^ libains $,default,CVCVCC
f2654,,Gothic,2653_leben,liban,liban,l ɪ β a n,,Kobler1989,,,^ liban $,default,CVCVC
f2655,,Gothic,2654_restuberbleibsel,lif,lif,l ɪ ɸ,,Kobler1989,,,^ lif $,default,CVC
f2656,,Gothic,2655_ubrigbleiben,lifnan,lifnan,l ɪ ɸ n a n,,Kobler1989,,,^ lifnan $,default,CVCCVC
f2657,,Gothic,2656_lebenleib,lifs,lifs,l ɪ ɸ s,,Kobler1989,,,^ lifs $,default,CVCC
f2658,,Gothic,2657_liegendarniederliegen,ligan,ligan,l ɪ ɣ a n,,Kobler1989,,,^ ligan $,default,CVCVC
f2659,,Gothic,2658_lagerbettbeilager,ligrs,ligrs,l ɪ ɣ r̥ s,,Kobler1989,,,^ ligrs $,default,CVCVC
f2660,,Gothic,2659_warum,lima,lima,l ɪ m a,,Kobler1989,,,^ lima $,default,CVCV
f2661,,Gothic,2660_lindmild,lind,lind,l ɪ n d,,Kobler1989,,,^ lind $,default,CVCC
f2662,,Gothic,2661_lindelindenschild,linda,linda,l ɪ n d a,,Kobler1989,,,^ linda $,default,CVCCV
f2663,,Gothic,2662_leisesanft,līs,līs,l i s,,Kobler1989,,,^ līs $,default,CVC
f2664,,Gothic,2663_sammelnlesen,lisan,lisan,l ɪ s a n,,Kobler1989,,,^ lisan $,default,CVCVC
f2665,,Gothic,2664_schnitte,liska,liska,l ɪ s k a,,Kobler1989,,,^ liska $,default,CVCCV
f2666,,Gothic,2665_zuwenig,lista,lista,l ɪ s t a,,Kobler1989,,,^ lista $,default,CVCCV
f2667,,Gothic,2666_listig,listeigs,listeigs,l ɪ s t i ɣ s,,Kobler1989,,,^ listeigs $,default,CVCCVCC
f2668,,Gothic,2667_list,lists,lists,l ɪ s t s,,Kobler1989,,,^ lists $,default,CVCCC
f2669,,Gothic,2668_verstellungheuchelei,lita,lita,l ɪ t a,,Kobler1989,,,^ lita $,default,CVCV
f2670,,Gothic,2669_bittgebetfurbitte,liteins,liteins,l ɪ t i n s,,Kobler1989,,,^ liteins $,default,CVCVCC
f2671,,Gothic,2670_heuchelnsichverstellen,litjan,litjan,l ɪ t j a n,,Kobler1989,,,^ litjan $,default,CVCCVC
f2672,,Gothic,2671_glied,liþus,liþus,l ɪ θ u s,,Kobler1989,,,^ liþus $,default,CVCVC
f2673,,Gothic,2672_lieblich,liubaleiks,liubaleiks,l ɪ u β a l i k s,,Kobler1989,,,^ liubaleiks $,default,CVVCVCVCC
f2674,,Gothic,4445_wachsen,liudan,liudan,l ɪ u ð a n,,Kobler1989,,,^ liudan $,default,CVVCVC
f2675,,Gothic,2674_liebgeliebt,liufs,liufs,l ɪ u ɸ s,,Kobler1989,,,^ liufs $,default,CVVCC
f2676,,Gothic,2681_luge,liug,liug,l ɪ u ɣ,,Kobler1989,,,^ liug $,default,CVVC
f2677,,Gothic,2676_heiratehe,liuga,liuga,l ɪ u ɣ a,,Kobler1989,,,^ liuga $,default,CVVCV
f2678,,Gothic,4114_verheiratet,liugaiþs,liugaiþs,l ɪ u ɣ ɛ θ s,,Kobler1989,,,^ liugaiþs $,default,CVVCVCC
f2679,,Gothic,3099_heiraten,liugan,liugan,l ɪ u ɣ a n,,Kobler1989,,,^ liugan $,default,CVVCVC
f2680,,Gothic,2679_lugenbelugen,liugan,liugan,l ɪ u ɣ a n,,Kobler1989,,,^ liugan $,default,CVVCVC
f2681,,Gothic,2680_lugnerisch,liugands,liugands,l ɪ u ɣ a n d s,,Kobler1989,,,^ liugands $,default,CVVCVCCC
f2682,,Gothic,2681_luge,liugn,liugn,l ɪ u ɣ n̥,,Kobler1989,,,^ liugn $,default,CVVCC
f2683,,Gothic,2682_lugenprophetfalscherprophet,liugnapraufētus,liugnapraufētus,l ɪ u ɣ n a p r ɔ ɸ e t u s,,Kobler1989,,,^ liugnapraufētus $,default,CVVCCVCCVCVCVC
f2684,,Gothic,2683_lugenredendlugnerisch,liugnawaúrds,liugnawaúrds,l ɪ u ɣ n a w ɔ r d s,,Kobler1989,,,^ liugnawaúrds $,default,CVVCCVCVCCC
f2685,,Gothic,2684_lugner,liugnja,liugnja,l ɪ u ɣ n j a,,Kobler1989,,,^ liugnja $,default,CVVCCCV
f2686,,Gothic,2685_erleuchtunglicht,liuhadei,liuhadei,l ɪ u h a ð i,,Kobler1989,,,^ liuhadei $,default,CVVCVCV
f2687,,Gothic,2686_helleglanz,liuhadeins,liuhadeins,l ɪ u h a ð i n s,,Kobler1989,,,^ liuhadeins $,default,CVVCVCVCC
f2688,,Gothic,2687_hell,liuhadeins,liuhadeins,l ɪ u h a ð i n s,,Kobler1989,,,^ liuhadeins $,default,CVVCVCVCC
f2689,,Gothic,3321_licht,liuhaþ,liuhaþ,l ɪ u h a θ,,Kobler1989,,,^ liuhaþ $,default,CVVCVC
f2690,,Gothic,2689_leuchten,liuhtjan,liuhtjan,l ɪ u h t j a n,,Kobler1989,,,^ liuhtjan $,default,CVVCCCVC
f2691,,Gothic,2690_lichtstrahlendhell,liuhts,liuhts,l ɪ u h t s,,Kobler1989,,,^ liuhts $,default,CVVCCC
f2692,,Gothic,2691_losenlossein,liusan,liusan,l ɪ u s a n,,Kobler1989,,,^ liusan $,default,CVVCVC
f2693,,Gothic,2692_heuchler,liuta,liuta,l ɪ u t a,,Kobler1989,,,^ liuta $,default,CVVCV
f2694,,Gothic,2693_heucheleibetrugwurfelspieltrugspiel,liutei,liutei,l ɪ u t i,,Kobler1989,,,^ liutei $,default,CVVCV
f2695,,Gothic,2694_heuchlerischbetrugerisch,liuts,liuts,l ɪ u t s,,Kobler1989,,,^ liuts $,default,CVVCC
f2696,,Gothic,2695_lied,liuþ,liuþ,l ɪ u θ,,Kobler1989,,,^ liuþ $,default,CVVC
f2697,,Gothic,2696_sanger,liuþāreis,liuþāreis,l ɪ u θ a r i s,,Kobler1989,,,^ liuþāreis $,default,CVVCVCVC
f2698,,Gothic,2697_lobsingensingen,liuþōn,liuþōn,l ɪ u θ o n,,Kobler1989,,,^ liuþōn $,default,CVVCVC
f2699,,Gothic,2698_mannleute,liuþs,liuþs,l ɪ u θ s,,Kobler1989,,,^ liuþs $,default,CVVCC
f2700,,Gothic,2699_lowe,liwa,liwa,l ɪ w a,,Kobler1989,,,^ liwa $,default,CVCV
f2701,,Gothic,2700_flachehand,lōfa,lōfa,l o ɸ a,,Kobler1989,,,^ lōfa $,default,CVCV
f2702,,Gothic,2701_lache,lōna,lōna,l o n a,,Kobler1989,,,^ lōna $,default,CVCV
f2703,,Gothic,2702_luderlockspeise,lōþr,lōþr,l o θ r̥,,Kobler1989,,,^ lōþr $,default,CVCC
f2704,,Gothic,4622_hoffnung,lubains,lubains,l u β ɛ n s,,Kobler1989,,,^ lubains $,default,CVCVCC
f2705,,Gothic,2704_hoffen,luban,luban,l u β a n,,Kobler1989,,,^ luban $,default,CVCVC
f2706,,Gothic,2705_gift,lubi,lubi,l u β ɪ,,Kobler1989,,,^ lubi $,default,CVCV
f2707,,Gothic,2706_giftkundigzauberer,lubjaleis,lubjaleis,l u β j a l i s,,Kobler1989,,,^ lubjaleis $,default,CVCCVCVC
f2708,,Gothic,2707_giftmischereizaubereigiftkunde,lubjaleisei,lubjaleisei,l u β j a l i s i,,Kobler1989,,,^ lubjaleisei $,default,CVCCVCVCV
f2709,,Gothic,2708_liebe,lubō,lubō,l u β o,,Kobler1989,,,^ lubō $,default,CVCV
f2710,,Gothic,2709_angesichtantlitz,ludja,ludja,l u ð j a,,Kobler1989,,,^ ludja $,default,CVCCV
f2711,,Gothic,2710_schlaffeinfach,lufeis,lufeis,l u ɸ i s,,Kobler1989,,,^ lufeis $,default,CVCVC
f2712,,Gothic,2711_luft,luftus,luftus,l u ɸ t u s,,Kobler1989,,,^ luftus $,default,CVCCVC
f2713,,Gothic,2712_lochoffnung,luk,luk,l u k,,Kobler1989,,,^ luk $,default,CVC
f2714,,Gothic,2713_schlieen,lūkan,lūkan,l u k a n,,Kobler1989,,,^ lūkan $,default,CVCVC
f2715,,Gothic,2714_leuchtelicht,lukarn,lukarn,l u k a r n̥,,Kobler1989,,,^ lukarn $,default,CVCVCC
f2716,,Gothic,2715_leuchter,lukarnastaþa,lukarnastaþa,l u k a r n a s t a θ a,,Kobler1989,,,^ lukarnastaþa $,default,CVCVCCVCCVCV
f2717,,Gothic,2716_sichschlieen,lūknan,lūknan,l u k n a n,,Kobler1989,,,^ lūknan $,default,CVCCVC
f2718,,Gothic,2722_losung,luneins,luneins,l u n i n s,,Kobler1989,,,^ luneins $,default,CVCVCC
f2719,,Gothic,2718_losen,lunjan,lunjan,l u n j a n,,Kobler1989,,,^ lunjan $,default,CVCCVC
f2720,,Gothic,2719_losegeld,luns,luns,l u n s,,Kobler1989,,,^ luns $,default,CVCC
f2721,,Gothic,2720_gelostwerden,lusnan,lusnan,l u s n a n,,Kobler1989,,,^ lusnan $,default,CVCCVC
f2722,,Gothic,2721_begehrengelusten,lustōn,lustōn,l u s t o n,,Kobler1989,,,^ lustōn $,default,CVCCVC
f2723,,Gothic,2722_losung,lusts,lusts,l u s t s,,Kobler1989,,,^ lusts $,default,CVCCC
f2724,,Gothic,2723_lustbegierdeverlangen,lustus,lustus,l u s t u s,,Kobler1989,,,^ lustus $,default,CVCCVC
f2725,,Gothic,2724_ersehnt,lustusama,lustusama,l u s t u s a m a,,Kobler1989,,,^ lustusama $,default,CVCCVCVCV
f2726,,Gothic,2725_tauschenbetrugenverfuhrer,lutōn,lutōn,l u t o n,,Kobler1989,,,^ lutōn $,default,CVCVC
f2727,,Gothic,2726_konnenvermogen,magan,magan,m a ɣ a n,,Kobler1989,,,^ magan $,default,CVCVC
f2728,,Gothic,2727_jungfraulichkeit,magaþei,magaþei,m a ɣ a θ i,,Kobler1989,,,^ magaþei $,default,CVCVCV
f2729,,Gothic,2728_jungfraumagd,magaþs,magaþs,m a ɣ a θ s,,Kobler1989,,,^ magaþs $,default,CVCVCC
f2730,,Gothic,2729_knableinknabe,magula,magula,m a ɣ u l a,,Kobler1989,,,^ magula $,default,CVCVCV
f2731,,Gothic,2730_knabejunglingsohnknecht,magus,magus,m a ɣ u s,,Kobler1989,,,^ magus $,default,CVCVC
f2732,,Gothic,2731_machtigmoglichstarkherrscher,mahteigs,mahteigs,m a h t i ɣ s,,Kobler1989,,,^ mahteigs $,default,CVCCVCC
f2733,,Gothic,2732_machtkraftvermogenwundertat,mahts,mahts,m a h t s,,Kobler1989,,,^ mahts $,default,CVCCC
f2734,,Gothic,2733_tausch,maideins,maideins,m ɛ ð i n s,,Kobler1989,,,^ maideins $,default,CVCVCC
f2735,,Gothic,2734_tauschenverfalschenschachertreiben,maidjan,maidjan,m ɛ ð j a n,,Kobler1989,,,^ maidjan $,default,CVCCVC
f2736,,Gothic,2735_mistdunger,maíhstus,maíhstus,m ɛ h s t u s,,Kobler1989,,,^ maíhstus $,default,CVCCCVC
f2737,,Gothic,2736_runzel,mail,mail,m ɛ l,,Kobler1989,,,^ mail $,default,CVC
f2738,,Gothic,2737_pergament,maímbrana,maímbrana,m ɛ m b r a n a,,Kobler1989,,,^ maímbrana $,default,CVCCCVCV
f2739,,Gothic,2738_gemeingemeinsam,mains,mains,m ɛ n s,,Kobler1989,,,^ mains $,default,CVCC
f2740,,Gothic,2739_mehrvielmehr,mais,mais,m ɛ s,,Kobler1989,,,^ mais $,default,CVC
f2741,,Gothic,2740_hochstens,maist,maist,m ɛ s t,,Kobler1989,,,^ maist $,default,CVCC
f2742,,Gothic,2741_meistegrotehochste,maists,maists,m ɛ s t s,,Kobler1989,,,^ maists $,default,CVCCC
f2743,,Gothic,2742_schneiden,mait,mait,m ɛ t,,Kobler1989,,,^ mait $,default,CVC
f2744,,Gothic,2743_schneidenhauen,maitan,maitan,m ɛ t a n,,Kobler1989,,,^ maitan $,default,CVCVC
f2745,,Gothic,2744_gabegeschenk,maiþms,maiþms,m ɛ θ m̥ s,,Kobler1989,,,^ maiþms $,default,CVCVC
f2746,,Gothic,2745_verkruppeltverwundet,maiþs,maiþs,m ɛ θ s,,Kobler1989,,,^ maiþs $,default,CVCC
f2747,,Gothic,2746_groere,maiza,maiza,m ɛ z a,,Kobler1989,,,^ maiza $,default,CVCV
f2748,,Gothic,2747_mehr,maizō,maizō,m ɛ z o,,Kobler1989,,,^ maizō $,default,CVCV
f2749,,Gothic,3582_stark,mala,mala,m a l a,,Kobler1989,,,^ mala $,default,CVCV
f2750,,Gothic,2749_mahlen,malan,malan,m a l a n,,Kobler1989,,,^ malan $,default,CVCVC
f2751,,Gothic,2750_sand,malma,malma,m a l m a,,Kobler1989,,,^ malma $,default,CVCCV
f2752,,Gothic,2751_motte,malō,malō,m a l o,,Kobler1989,,,^ malō $,default,CVCV
f2753,,Gothic,3796_toricht,malsks,malsks,m a l s k s,,Kobler1989,,,^ malsks $,default,CVCCCC
f2754,,Gothic,2753_auflosung,malteins,malteins,m a l t i n s,,Kobler1989,,,^ malteins $,default,CVCCVCC
f2755,,Gothic,2754_auflosen,maltjan,maltjan,m a l t j a n,,Kobler1989,,,^ maltjan $,default,CVCCCVC
f2756,,Gothic,2755_malmen,malwjan,malwjan,m a l w j a n,,Kobler1989,,,^ malwjan $,default,CVCCCVC
f2757,,Gothic,2861_fleisch,mammō,mammō,m a mː o,,Kobler1989,,,^ mammō $,default,CVCV
f2758,,Gothic,2757_mammonreichtum,mammōna,mammōna,m a mː o n a,,Kobler1989,,,^ mammōna $,default,CVCVCV
f2759,,Gothic,2758_mensch,man,man,m a n,,Kobler1989,,,^ man $,default,CVC
f2760,,Gothic,2759_mengeuberfluss,managdūþs,managdūþs,m a n a ɣ d u θ s,,Kobler1989,,,^ managdūþs $,default,CVCVCCVCC
f2761,,Gothic,2760_mengevolk,managei,managei,m a n a ɣ i,,Kobler1989,,,^ managei $,default,CVCVCV
f2762,,Gothic,2761_mannigfaltig,managfalþs,managfalþs,m a n a ɣ ɸ a l θ s,,Kobler1989,,,^ managfalþs $,default,CVCVCCVCCC
f2763,,Gothic,2762_mehrenvermehren,managjan,managjan,m a n a ɣ j a n,,Kobler1989,,,^ managjan $,default,CVCVCCVC
f2764,,Gothic,2763_reichlichvorhandenseinuberflusshaben,managnan,managnan,m a n a ɣ n a n,,Kobler1989,,,^ managnan $,default,CVCVCCVC
f2765,,Gothic,2764_manchvieluber,manags,manags,m a n a ɣ s,,Kobler1989,,,^ manags $,default,CVCVCC
f2766,,Gothic,2765_menschenmorder,manamaúrþrja,manamaúrþrja,m a n a m ɔ r θ r j a,,Kobler1989,,,^ manamaúrþrja $,default,CVCVCVCCCCV
f2767,,Gothic,2766_gezahmt,manariggws,manariggws,m a n a r ɪ ɡ ɡ w s,,Kobler1989,,,^ manariggws $,default,CVCVCVCCVC
f2768,,Gothic,2767_menschensaatweltmenschheit,manasēþs,manasēþs,m a n a s e θ s,,Kobler1989,,,^ manasēþs $,default,CVCVCVCC
f2769,,Gothic,3427_gestalt,manauli,manauli,m a n ɔ l ɪ,,Kobler1989,,,^ manauli $,default,CVCVCV
f2770,,Gothic,2769_bild,manleika,manleika,m a n l i k a,,Kobler1989,,,^ manleika $,default,CVCCVCV
f2771,,Gothic,2770_menschmannmrune,manna,manna,m a nː a,,Kobler1989,,,^ manna $,default,CVCV
f2772,,Gothic,2771_manna,manna,manna,m a nː a,,Kobler1989,,,^ manna $,default,CVCV
f2773,,Gothic,2772_jemand,mannahun,mannahun,m a nː a h u n,,Kobler1989,,,^ mannahun $,default,CVCVCVC
f2774,,Gothic,2773_menschlichkeit,manniskōdus,manniskōdus,m a nː ɪ s k o ð u s,,Kobler1989,,,^ manniskōdus $,default,CVCVCCVCVC
f2775,,Gothic,2774_menschlich,mannisks,mannisks,m a nː ɪ s k s,,Kobler1989,,,^ mannisks $,default,CVCVCCC
f2776,,Gothic,2775_bereitschaftmittel,manwiþa,manwiþa,m a n w ɪ θ a,,Kobler1989,,,^ manwiþa $,default,CVCCVCV
f2777,,Gothic,2776_bereitenzurechtmachen,manwjan,manwjan,m a n w j a n,,Kobler1989,,,^ manwjan $,default,CVCCCVC
f2778,,Gothic,2778_bereit,manwuba,manwuba,m a n w u β a,,Kobler1989,,,^ manwuba $,default,CVCCVCV
f2779,,Gothic,2778_bereit,manwus,manwus,m a n w u s,,Kobler1989,,,^ manwus $,default,CVCCVC
f2780,,Gothic,2781_meer,mar,mar,m a r,,Kobler1989,,,^ mar $,default,CVC
f2781,,Gothic,2780_derherrkommt,maranaþa,maranaþa,m a r a n a θ a,,Kobler1989,,,^ maranaþa $,default,CVCVCVCV
f2782,,Gothic,2781_meer,marei,marei,m a r i,,Kobler1989,,,^ marei $,default,CVCV
f2783,,Gothic,2782_pferd,marhs,marhs,m a r h s,,Kobler1989,,,^ marhs $,default,CVCCC
f2784,,Gothic,2783_pferdeknecht,marhskalks,marhskalks,m a r h s k a l k s,,Kobler1989,,,^ marhskalks $,default,CVCCCCVCCC
f2785,,Gothic,2784_perle,marikreitus,marikreitus,m a r ɪ k r i t u s,,Kobler1989,,,^ marikreitus $,default,CVCVCCVCVC
f2786,,Gothic,2785_meerseesee,marisaiws,marisaiws,m a r ɪ s ɛ w s,,Kobler1989,,,^ marisaiws $,default,CVCVCVCC
f2787,,Gothic,2786_markgrenze,marka,marka,m a r k a,,Kobler1989,,,^ marka $,default,CVCCV
f2788,,Gothic,2787_zeichen,marka,marka,m a r k a,,Kobler1989,,,^ marka $,default,CVCCV
f2789,,Gothic,2788_bezeichnen,markōn,markōn,m a r k o n,,Kobler1989,,,^ markōn $,default,CVCCVC
f2790,,Gothic,2789_martyrer,martwr,martwr,m a r t w r̥,,Kobler1989,,,^ martwr $,default,CVCCVC
f2791,,Gothic,2790_marder,marþus,marþus,m a r θ u s,,Kobler1989,,,^ marþus $,default,CVCCVC
f2792,,Gothic,2791_hochzeit,marþus,marþus,m a r θ u s,,Kobler1989,,,^ marþus $,default,CVCCVC
f2793,,Gothic,2792_argernis,marzeins,marzeins,m a r z i n s,,Kobler1989,,,^ marzeins $,default,CVCCVCC
f2794,,Gothic,2793_argernzumargernissein,marzjan,marzjan,m a r z j a n,,Kobler1989,,,^ marzjan $,default,CVCCCVC
f2795,,Gothic,2794_mast,masts,masts,m a s t s,,Kobler1989,,,^ masts $,default,CVCCC
f2796,,Gothic,2795_ranzenspeisesackspeisetasche,matibalgs,matibalgs,m a t ɪ β a l ɡ s,,Kobler1989,,,^ matibalgs $,default,CVCVCVCCC
f2797,,Gothic,2796_essenfressen,matjan,matjan,m a t j a n,,Kobler1989,,,^ matjan $,default,CVCCVC
f2798,,Gothic,2797_speiseproviantmahl,mats,mats,m a t s,,Kobler1989,,,^ mats $,default,CVCC
f2799,,Gothic,2798_wurmmade,maþa,maþa,m a θ a,,Kobler1989,,,^ maþa $,default,CVCV
f2800,,Gothic,4686_gut,maþa,maþa,m a θ a,,Kobler1989,,,^ maþa $,default,CVCV
f2801,,Gothic,2800_versammlungsortmarktplatzmarkt,maþl,maþl,m a θ l̥,,Kobler1989,,,^ maþl $,default,CVCC
f2802,,Gothic,2801_rederedeweise,maþlei,maþlei,m a θ l i,,Kobler1989,,,^ maþlei $,default,CVCCV
f2803,,Gothic,2802_redner,maþleis,maþleis,m a θ l i s,,Kobler1989,,,^ maþleis $,default,CVCCVC
f2804,,Gothic,3167_reden,maþljan,maþljan,m a θ l j a n,,Kobler1989,,,^ maþljan $,default,CVCCCVC
f2805,,Gothic,2804_erinnern,maudjan,maudjan,m ɔ ð j a n,,Kobler1989,,,^ maudjan $,default,CVCCVC
f2806,,Gothic,2805_ermudet,mauiþs,mauiþs,m ɔ ɪ θ s,,Kobler1989,,,^ mauiþs $,default,CVVCC
f2807,,Gothic,2806_bauch,maukō,maukō,m ɔ k o,,Kobler1989,,,^ maukō $,default,CVCV
f2808,,Gothic,2807_mohren,maur,maur,m ɔ r,,Kobler1989,,,^ maur $,default,CVC
f2809,,Gothic,2808_morgen,maúrgins,maúrgins,m ɔ r ɡ ɪ n s,,Kobler1989,,,^ maúrgins $,default,CVCCVCC
f2810,,Gothic,2809_kurzen,maúrgjan,maúrgjan,m ɔ r ɡ j a n,,Kobler1989,,,^ maúrgjan $,default,CVCCCVC
f2811,,Gothic,2810_kurz,maúrgus,maúrgus,m ɔ r ɡ u s,,Kobler1989,,,^ maúrgus $,default,CVCCVC
f2812,,Gothic,2811_sorgenfurbesorgtsein,maúrnan,maúrnan,m ɔ r n a n,,Kobler1989,,,^ maúrnan $,default,CVCCVC
f2813,,Gothic,2812_mord,maúrþr,maúrþr,m ɔ r θ r̥,,Kobler1989,,,^ maúrþr $,default,CVCCC
f2814,,Gothic,2813_morder,maúrþrja,maúrþrja,m ɔ r θ r j a,,Kobler1989,,,^ maúrþrja $,default,CVCCCCV
f2815,,Gothic,2814_morden,maúrþrjan,maúrþrjan,m ɔ r θ r j a n,,Kobler1989,,,^ maúrþrjan $,default,CVCCCCVC
f2816,,Gothic,2816_madchenjungfrau,mawi,mawi,m a w ɪ,,Kobler1989,,,^ mawi $,default,CVCV
f2817,,Gothic,2816_madchenjungfrau,mawilō,mawilō,m a w ɪ l o,,Kobler1989,,,^ mawilō $,default,CVCVCV
f2818,,Gothic,2817_eidamschwiegersohn,mēgs,mēgs,m e ɣ s,,Kobler1989,,,^ mēgs $,default,CVCC
f2819,,Gothic,2818_mein,meins,meins,m i n s,,Kobler1989,,,^ meins $,default,CVCC
f2820,,Gothic,3322_schwert,mēki,mēki,m e k ɪ,,Kobler1989,,,^ mēki $,default,CVCV
f2821,,Gothic,2820_zeitstunde,mēl,mēl,m e l,,Kobler1989,,,^ mēl $,default,CVC
f2822,,Gothic,2821_schriftmalzeichenschriftzeichen,mēl,mēl,m e l,,Kobler1989,,,^ mēl $,default,CVC
f2823,,Gothic,2822_scheffelma,mēla,mēla,m e l a,,Kobler1989,,,^ mēla $,default,CVCV
f2824,,Gothic,2824_schrift,mēleins,mēleins,m e l i n s,,Kobler1989,,,^ mēleins $,default,CVCVCC
f2825,,Gothic,2824_schrift,mēli,mēli,m e l ɪ,,Kobler1989,,,^ mēli $,default,CVCV
f2826,,Gothic,2825_schreibenaufschreiben,mēljan,mēljan,m e l j a n,,Kobler1989,,,^ mēljan $,default,CVCCVC
f2827,,Gothic,2826_mond,mēna,mēna,m e n a,,Kobler1989,,,^ mēna $,default,CVCV
f2828,,Gothic,2827_monat,mēnōþs,mēnōþs,m e n o θ s,,Kobler1989,,,^ mēnōþs $,default,CVCVCC
f2829,,Gothic,2828_gro,mēra,mēra,m e r a,,Kobler1989,,,^ mēra $,default,CVCV
f2830,,Gothic,2829_kunderuf,mērei,mērei,m e r i,,Kobler1989,,,^ mērei $,default,CVCV
f2831,,Gothic,2830_verkundigungpredigt,mēreins,mēreins,m e r i n s,,Kobler1989,,,^ mēreins $,default,CVCVCC
f2832,,Gothic,2831_groberuhmt,mēreis,mēreis,m e r i s,,Kobler1989,,,^ mēreis $,default,CVCVC
f2833,,Gothic,2832_geruchtkunde,mēriþa,mēriþa,m e r ɪ θ a,,Kobler1989,,,^ mēriþa $,default,CVCVCV
f2834,,Gothic,2833_kundenkundtunverkundendasevangeliumverkunden,mērjan,mērjan,m e r j a n,,Kobler1989,,,^ mērjan $,default,CVCCVC
f2835,,Gothic,2834_verkundigerpredigerherold,mērjands,mērjands,m e r j a n d s,,Kobler1989,,,^ mērjands $,default,CVCCVCCC
