ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,ProsodicStructure
f1353,,Gothic,1352_klugverstandigweise,frōþs,frōþs,ɸ r o θ s,,Kobler1989,,,^ frōþs $,default,CCVCC
f1354,,Gothic,1361_anfang,frum,frum,ɸ r u m,,Kobler1989,,,^ frum $,default,CCVC
f1355,,Gothic,1358_erste,fruma,fruma,ɸ r u m a,,Kobler1989,,,^ fruma $,default,CCVCV
f1356,,Gothic,1355_erstgeborener,frumabaúr,frumabaúr,ɸ r u m a β ɔ r,,Kobler1989,,,^ frumabaúr $,default,CCVCVCVC
f1357,,Gothic,1356_vorrang,frumadei,frumadei,ɸ r u m a ð i,,Kobler1989,,,^ frumadei $,default,CCVCVCV
f1358,,Gothic,1357_vorwarts,frumaþ,frumaþ,ɸ r u m a θ,,Kobler1989,,,^ frumaþ $,default,CCVCVC
f1359,,Gothic,1358_erste,frumaþeis,frumaþeis,ɸ r u m a θ i s,,Kobler1989,,,^ frumaþeis $,default,CCVCVCVC
f1360,,Gothic,1361_anfang,frumei,frumei,ɸ r u m i,,Kobler1989,,,^ frumei $,default,CCVCV
f1361,,Gothic,1360_zuerst,frumist,frumist,ɸ r u m ɪ s t,,Kobler1989,,,^ frumist $,default,CCVCVCC
f1362,,Gothic,1361_anfang,frumisti,frumisti,ɸ r u m ɪ s t ɪ,,Kobler1989,,,^ frumisti $,default,CCVCVCCV
f1363,,Gothic,1362_dererste,frumists,frumists,ɸ r u m ɪ s t s,,Kobler1989,,,^ frumists $,default,CCVCVCCC
f1364,,Gothic,1363_fordernvollbringen,frumjan,frumjan,ɸ r u m j a n,,Kobler1989,,,^ frumjan $,default,CCVCCVC
f1365,,Gothic,1364_vogel,fugls,fugls,ɸ u ɣ l̥ s,,Kobler1989,,,^ fugls $,default,CVCVC
f1366,,Gothic,1365_fohlenfullen,fula,fula,ɸ u l a,,Kobler1989,,,^ fula $,default,CVCV
f1367,,Gothic,1366_volk,fulcus,fulcus,ɸ u l c u s,,Kobler1989,,,^ fulcus $,default,CVCCVC
f1368,,Gothic,1491_verborgen,fulgins,fulgins,ɸ u l ɡ ɪ n s,,Kobler1989,,,^ fulgins $,default,CVCCVCC
f1369,,Gothic,1368_geheimnis,fulhsni,fulhsni,ɸ u l h s n ɪ,,Kobler1989,,,^ fulhsni $,default,CVCCCCV
f1370,,Gothic,1369_kriegsvolkschar,fulk,fulk,ɸ u l k,,Kobler1989,,,^ fulk $,default,CVCC
f1371,,Gothic,1370_genugeleistendienengenugetunbefriedigenzufriedenstellen,fullafahjan,fullafahjan,ɸ u lː a ɸ a h j a n,,Kobler1989,,,^ fullafahjan $,default,CVCVCVCCVC
f1372,,Gothic,1371_beiverstandsein,fullafraþjan,fullafraþjan,ɸ u lː a ɸ r a θ j a n,,Kobler1989,,,^ fullafraþjan $,default,CVCVCCVCCVC
f1373,,Gothic,1375_vollkommen,fullatōjis,fullatōjis,ɸ u lː a t o j ɪ s,,Kobler1989,,,^ fullatōjis $,default,CVCVCVCVC
f1374,,Gothic,1375_vollkommen,fullaweis,fullaweis,ɸ u lː a w i s,,Kobler1989,,,^ fullaweis $,default,CVCVCVC
f1375,,Gothic,1374_uberredenuberzeugen,fullaweisjan,fullaweisjan,ɸ u lː a w i s j a n,,Kobler1989,,,^ fullaweisjan $,default,CVCVCVCCVC
f1376,,Gothic,1375_vollkommen,fullawita,fullawita,ɸ u lː a w ɪ t a,,Kobler1989,,,^ fullawita $,default,CVCVCVCV
f1377,,Gothic,1376_fulle,fullei,fullei,ɸ u lː i,,Kobler1989,,,^ fullei $,default,CVCV
f1378,,Gothic,1377_fullungerfullung,fulleins,fulleins,ɸ u lː i n s,,Kobler1989,,,^ fulleins $,default,CVCVCC
f1379,,Gothic,1378_fullevollmond,fulleiþs,fulleiþs,ɸ u lː i θ s,,Kobler1989,,,^ fulleiþs $,default,CVCVCC
f1380,,Gothic,1379_fullemafass,fullja,fullja,ɸ u lː j a,,Kobler1989,,,^ fullja $,default,CVCCV
f1381,,Gothic,1380_fullenanfullen,fulljan,fulljan,ɸ u lː j a n,,Kobler1989,,,^ fulljan $,default,CVCCVC
f1382,,Gothic,1381_vollwerdenerfulltwerden,fullnan,fullnan,ɸ u lː n a n,,Kobler1989,,,^ fullnan $,default,CVCCVC
f1383,,Gothic,1382_fullefullungflickenausfullung,fullō,fullō,ɸ u lː o,,Kobler1989,,,^ fullō $,default,CVCV
f1384,,Gothic,1383_vollvollkommen,fulls,fulls,ɸ u lː s,,Kobler1989,,,^ fulls $,default,CVCC
f1385,,Gothic,1384_faulstinkend,fūls,fūls,ɸ u l s,,Kobler1989,,,^ fūls $,default,CVCC
f1386,,Gothic,1385_feld,fulþ,fulþ,ɸ u l θ,,Kobler1989,,,^ fulþ $,default,CVCC
f1387,,Gothic,1386_feurig,funisks,funisks,ɸ u n ɪ s k s,,Kobler1989,,,^ funisks $,default,CVCVCCC
f1388,,Gothic,1387_bereiteiligtapfer,funs,funs,ɸ u n s,,Kobler1989,,,^ funs $,default,CVCC
f1389,,Gothic,1388_phonikisch,fwnīkisks,fwnīkisks,ɸ w n i k ɪ s k s,,Kobler1989,,,^ fwnīkisks $,default,CVCVCVCCC
f1390,,Gothic,1389_gemit,ga,ga,ɡ a,,Kobler1989,,,^ ga $,default,CV
f1391,,Gothic,1390_einschrankung,gaaggwei,gaaggwei,ɡ a a ɡ ɡ w i,,Kobler1989,,,^ gaaggwei $,default,CVVCCCV
f1392,,Gothic,1391_beengungeinschrankung,gaaggweins,gaaggweins,ɡ a a ɡ ɡ w i n s,,Kobler1989,,,^ gaaggweins $,default,CVVCCCVCC
f1393,,Gothic,1845_bedrangen,gaaggwjan,gaaggwjan,ɡ a a ɡ ɡ w j a n,,Kobler1989,,,^ gaaggwjan $,default,CVVCCCCVC
f1394,,Gothic,1393_inbesitznehmenubervorteileninbeschlagnehmen,gaaiginōn,gaaiginōn,ɡ a ɛ ɣ ɪ n o n,,Kobler1989,,,^ gaaiginōn $,default,CVVCVCVC
f1395,,Gothic,1394_vereinzelntrennen,gaainan,gaainan,ɡ a ɛ n a n,,Kobler1989,,,^ gaainan $,default,CVVCVC
f1396,,Gothic,1395_sichscheuenvorachten,gaaistan,gaaistan,ɡ a ɛ s t a n,,Kobler1989,,,^ gaaistan $,default,CVVCCVC
f1397,,Gothic,1396_beschamenbeschimpfen,gaaiwiskōn,gaaiwiskōn,ɡ a ɛ w ɪ s k o n,,Kobler1989,,,^ gaaiwiskōn $,default,CVVCVCCVC
f1398,,Gothic,1397_endenendigenaufhoren,gaandjan,gaandjan,ɡ a a n d j a n,,Kobler1989,,,^ gaandjan $,default,CVVCCCVC
f1399,,Gothic,1398_jahrjrune,gaar,gaar,ɡ a a r,,Kobler1989,,,^ gaar $,default,CVVC
f1400,,Gothic,1399_miterbe,gaarbja,gaarbja,ɡ a a r b j a,,Kobler1989,,,^ gaarbja $,default,CVVCCCV
f1401,,Gothic,1400_sicherbarmenbemitleiden,gaarman,gaarman,ɡ a a r m a n,,Kobler1989,,,^ gaarman $,default,CVVCCVC
f1402,,Gothic,1401_sichvermehrenzunehmen,gaaukan,gaaukan,ɡ a ɔ k a n,,Kobler1989,,,^ gaaukan $,default,CVVCVC
f1403,,Gothic,1402_zwingengebietennotigen,gabaidjan,gabaidjan,ɡ a β ɛ ð j a n,,Kobler1989,,,^ gabaidjan $,default,CVCVCCVC
f1404,,Gothic,1403_zusammentragenvergleichengebaren,gabaíran,gabaíran,ɡ a β ɛ r a n,,Kobler1989,,,^ gabaíran $,default,CVCVCVC
f1405,,Gothic,1404_bergenbewahrenerhalten,gabaírgan,gabaírgan,ɡ a β ɛ r ɡ a n,,Kobler1989,,,^ gabaírgan $,default,CVCVCCVC
f1406,,Gothic,1405_erscheinung,gabaírhteins,gabaírhteins,ɡ a β ɛ r h t i n s,,Kobler1989,,,^ gabaírhteins $,default,CVCVCCCVCC
f1407,,Gothic,1406_offenbarengestaltgewinnenerscheinen,gabaírhtjan,gabaírhtjan,ɡ a β ɛ r h t j a n,,Kobler1989,,,^ gabaírhtjan $,default,CVCVCCCCVC
f1408,,Gothic,1407_durchwinkeandeuteneinzeichengebenandeuten,gabandwjan,gabandwjan,ɡ a β a n d w j a n,,Kobler1989,,,^ gabandwjan $,default,CVCVCCCCVC
f1409,,Gothic,1408_vorteilerlangennutzenerlangen,gabatnan,gabatnan,ɡ a β a t n a n,,Kobler1989,,,^ gabatnan $,default,CVCVCCVC
f1410,,Gothic,1409_wohnungaufschlagenwohnen,gabáuan,gabáuan,ɡ a β ɔ a n,,Kobler1989,,,^ gabáuan $,default,CVCVVC
f1411,,Gothic,1410_zusammengebrachteskollektesteuer,gabaúr,gabaúr,ɡ a β ɔ r,,Kobler1989,,,^ gabaúr $,default,CVCVC
f1412,,Gothic,1411_festgelageschmaus,gabaúr,gabaúr,ɡ a β ɔ r,,Kobler1989,,,^ gabaúr $,default,CVCVC
f1413,,Gothic,1412_mitburgermitbewohner,gabaúrgja,gabaúrgja,ɡ a β ɔ r ɡ j a,,Kobler1989,,,^ gabaúrgja $,default,CVCVCCCV
f1414,,Gothic,2597_gern,gabaúrjaba,gabaúrjaba,ɡ a β ɔ r j a β a,,Kobler1989,,,^ gabaúrjaba $,default,CVCVCCVCV
f1415,,Gothic,1414_erfreulich,gabaúrjō,gabaúrjō,ɡ a β ɔ r j o,,Kobler1989,,,^ gabaúrjō $,default,CVCVCCV
f1416,,Gothic,1467_sichfreuen,gabaúrjōn,gabaúrjōn,ɡ a β ɔ r j o n,,Kobler1989,,,^ gabaúrjōn $,default,CVCVCCVC
f1417,,Gothic,1416_lustvergnugen,gabaúrjōþus,gabaúrjōþus,ɡ a β ɔ r j o θ u s,,Kobler1989,,,^ gabaúrjōþus $,default,CVCVCCVCVC
f1418,,Gothic,1417_geschlechtsregister,gabaúrþiwaurd,gabaúrþiwaurd,ɡ a β ɔ r θ ɪ w ɔ r d,,Kobler1989,,,^ gabaúrþiwaurd $,default,CVCVCCVCVCC
f1419,,Gothic,1418_geburtabstammunggeschlechtgeburtsland,gabaúrþs,gabaúrþs,ɡ a β ɔ r θ s,,Kobler1989,,,^ gabaúrþs $,default,CVCVCCC
f1420,,Gothic,1419_reichtum,gabei,gabei,ɡ a β i,,Kobler1989,,,^ gabei $,default,CVCV
f1421,,Gothic,1420_ausharrenertragen,gabeidan,gabeidan,ɡ a β i ð a n,,Kobler1989,,,^ gabeidan $,default,CVCVCVC
f1422,,Gothic,1421_durchsauern,gabeistjan,gabeistjan,ɡ a β i s t j a n,,Kobler1989,,,^ gabeistjan $,default,CVCVCCCVC
f1423,,Gothic,1422_bittenbeten,gabidjan,gabidjan,ɡ a β ɪ ð j a n,,Kobler1989,,,^ gabidjan $,default,CVCVCCVC
f1424,,Gothic,1423_reichlich,gabigaba,gabigaba,ɡ a β ɪ ɣ a β a,,Kobler1989,,,^ gabigaba $,default,CVCVCVCV
f1425,,Gothic,1424_reichmachenbereichern,gabigjan,gabigjan,ɡ a β ɪ ɣ j a n,,Kobler1989,,,^ gabigjan $,default,CVCVCCVC
f1426,,Gothic,1425_reichsein,gabignan,gabignan,ɡ a β ɪ ɣ n a n,,Kobler1989,,,^ gabignan $,default,CVCVCCVC
f1427,,Gothic,1426_reich,gabigs,gabigs,ɡ a β ɪ ɣ s,,Kobler1989,,,^ gabigs $,default,CVCVCC
f1428,,Gothic,1427_bandbinde,gabinda,gabinda,ɡ a β ɪ n d a,,Kobler1989,,,^ gabinda $,default,CVCVCCV
f1429,,Gothic,4630_binden,gabindan,gabindan,ɡ a β ɪ n d a n,,Kobler1989,,,^ gabindan $,default,CVCVCCVC
f1430,,Gothic,1439_band,gabindi,gabindi,ɡ a β ɪ n d ɪ,,Kobler1989,,,^ gabindi $,default,CVCVCCV
f1431,,Gothic,1430_beugen,gabiugan,gabiugan,ɡ a β ɪ u ɣ a n,,Kobler1989,,,^ gabiugan $,default,CVCVVCVC
f1432,,Gothic,1431_abschaffentriumphieren,gablauþjan,gablauþjan,ɡ a β l ɔ θ j a n,,Kobler1989,,,^ gablauþjan $,default,CVCCVCCVC
f1433,,Gothic,1432_erbarmen,gableiþeins,gableiþeins,ɡ a β l i θ i n s,,Kobler1989,,,^ gableiþeins $,default,CVCCVCVCC
f1434,,Gothic,1433_sicherbarmenbarmherzigsein,gableiþjan,gableiþjan,ɡ a β l i θ j a n,,Kobler1989,,,^ gableiþjan $,default,CVCCVCCVC
f1435,,Gothic,1434_verblendenblenden,gablindjan,gablindjan,ɡ a β l ɪ n d j a n,,Kobler1989,,,^ gablindjan $,default,CVCCVCCCVC
f1436,,Gothic,1435_verbessernherstellen,gabōtjan,gabōtjan,ɡ a β o t j a n,,Kobler1989,,,^ gabōtjan $,default,CVCVCCVC
f1437,,Gothic,4087_verbrennen,gabrannjan,gabrannjan,ɡ a β r a nː j a n,,Kobler1989,,,^ gabrannjan $,default,CVCCVCCVC
f1438,,Gothic,1437_zerbrechen,gabrikan,gabrikan,ɡ a β r ɪ k a n,,Kobler1989,,,^ gabrikan $,default,CVCCVCVC
f1439,,Gothic,1438_brocken,gabruka,gabruka,ɡ a β r u k a,,Kobler1989,,,^ gabruka $,default,CVCCVCV
f1440,,Gothic,1439_band,gabundi,gabundi,ɡ a β u n d ɪ,,Kobler1989,,,^ gabundi $,default,CVCVCCV
f1441,,Gothic,1440_sichereigneneintreffenpassen,gadaban,gadaban,ɡ a ð a β a n,,Kobler1989,,,^ gadaban $,default,CVCVCVC
f1442,,Gothic,1441_teilnehmergenosse,gadaila,gadaila,ɡ a ð ɛ l a,,Kobler1989,,,^ gadaila $,default,CVCVCV
f1443,,Gothic,1442_zuteilenzerteilenteilen,gadailjan,gadailjan,ɡ a ð ɛ l j a n,,Kobler1989,,,^ gadailjan $,default,CVCVCCVC
f1444,,Gothic,1443_verstockenverstocktmachen,gadaubjan,gadaubjan,ɡ a ð ɔ β j a n,,Kobler1989,,,^ gadaubjan $,default,CVCVCCVC
f1445,,Gothic,2355_hausgenosse,gadauka,gadauka,ɡ a ð ɔ k a,,Kobler1989,,,^ gadauka $,default,CVCVCV
f1446,,Gothic,1445_sicherkuhnenwagenfreimutigsein,gadaúrsan,gadaúrsan,ɡ a ð ɔ r s a n,,Kobler1989,,,^ gadaúrsan $,default,CVCVCCVC
f1447,,Gothic,1446_todbringentoten,gadauþjan,gadauþjan,ɡ a ð ɔ θ j a n,,Kobler1989,,,^ gadauþjan $,default,CVCVCCVC
f1448,,Gothic,1447_sterben,gadauþnan,gadauþnan,ɡ a ð ɔ θ n a n,,Kobler1989,,,^ gadauþnan $,default,CVCVCCVC
f1449,,Gothic,1448_schon,gadeltha,gadeltha,ɡ a ð e l t h a,,Kobler1989,,,^ gadeltha $,default,CVCVCCCV
f1450,,Gothic,1449_tat,gadēþs,gadēþs,ɡ a ð e θ s,,Kobler1989,,,^ gadēþs $,default,CVCVCC
f1451,,Gothic,1450_knetenbildenaustonbilden,gadigan,gadigan,ɡ a ð ɪ ɣ a n,,Kobler1989,,,^ gadigan $,default,CVCVCVC
f1452,,Gothic,1451_gebilde,gadigis,gadigis,ɡ a ð ɪ ɣ ɪ s,,Kobler1989,,,^ gadigis $,default,CVCVCVC
f1453,,Gothic,1452_vetter,gadiliggs,gadiliggs,ɡ a ð ɪ l ɪ ŋ ɡ s,,Kobler1989,,,^ gadiliggs $,default,CVCVCVCCC
f1454,,Gothic,1453_vertiefen,gadiupjan,gadiupjan,ɡ a ð ɪ u p j a n,,Kobler1989,,,^ gadiupjan $,default,CVCVVCCVC
f1455,,Gothic,1454_schicklichpassend,gadōfs,gadōfs,ɡ a ð o ɸ s,,Kobler1989,,,^ gadōfs $,default,CVCVCC
f1456,,Gothic,1455_urteilenentscheidensichvergleichensichmessenmit,gadōmjan,gadōmjan,ɡ a ð o m j a n,,Kobler1989,,,^ gadōmjan $,default,CVCVCCVC
f1457,,Gothic,1456_aushauen,gadraban,gadraban,ɡ a ð r a β a n,,Kobler1989,,,^ gadraban $,default,CVCCVCVC
f1458,,Gothic,1457_zusammentragen,gadragan,gadragan,ɡ a ð r a ɣ a n,,Kobler1989,,,^ gadragan $,default,CVCCVCVC
f1459,,Gothic,1458_trankenmit,gadragkjan,gadragkjan,ɡ a ð r a ŋ k j a n,,Kobler1989,,,^ gadragkjan $,default,CVCCVCCCVC
f1460,,Gothic,1459_soldat,gadraúhts,gadraúhts,ɡ a ð r ɔ h t s,,Kobler1989,,,^ gadraúhts $,default,CVCCVCCC
f1461,,Gothic,1460_hinabsturzenniederwerfenherabwerfen,gadrausjan,gadrausjan,ɡ a ð r ɔ s j a n,,Kobler1989,,,^ gadrausjan $,default,CVCCVCCVC
f1462,,Gothic,1461_trinken,gadrigkan,gadrigkan,ɡ a ð r ɪ ŋ k a n,,Kobler1989,,,^ gadrigkan $,default,CVCCVCCVC
f1463,,Gothic,1462_hinfallenaufhorenfallen,gadriusan,gadriusan,ɡ a ð r ɪ u s a n,,Kobler1989,,,^ gadriusan $,default,CVCCVVCVC
f1464,,Gothic,1463_inbesturzunggeraten,gadrōbnan,gadrōbnan,ɡ a ð r o β n a n,,Kobler1989,,,^ gadrōbnan $,default,CVCCVCCVC
f1465,,Gothic,1464_fang,gafāh,gafāh,ɡ a ɸ a h,,Kobler1989,,,^ gafāh $,default,CVCVC
f1466,,Gothic,1465_ergreifenerfassenertappenfangen,gafāhan,gafāhan,ɡ a ɸ a h a n,,Kobler1989,,,^ gafāhan $,default,CVCVCVC
f1467,,Gothic,1466_zubereiten,gafahrjan,gafahrjan,ɡ a ɸ a h r j a n,,Kobler1989,,,^ gafahrjan $,default,CVCVCCCVC
f1468,,Gothic,1467_sichfreuen,gafaihan,gafaihan,ɡ a ɸ ɛ h a n,,Kobler1989,,,^ gafaihan $,default,CVCVCVC
f1469,,Gothic,1468_ubervorteilenbeansprucheninbesitznehmentauschen,gafaihōn,gafaihōn,ɡ a ɸ ɛ h o n,,Kobler1989,,,^ gafaihōn $,default,CVCVCVC
f1470,,Gothic,1469_tadeligbescholten,gafairinōnds,gafairinōnds,ɡ a ɸ ɛ r ɪ n o n d s,,Kobler1989,,,^ gafairinōnds $,default,CVCVCVCVCCC
f1471,,Gothic,1470_tadeligschuldig,gafairinōþs,gafairinōþs,ɡ a ɸ ɛ r ɪ n o θ s,,Kobler1989,,,^ gafairinōþs $,default,CVCVCVCVCC
f1472,,Gothic,1471_behaltenbewahrenhalten,gafastan,gafastan,ɡ a ɸ a s t a n,,Kobler1989,,,^ gafastan $,default,CVCVCCVC
f1473,,Gothic,1472_versammlunghoherrat,gafaúrds,gafaúrds,ɡ a ɸ ɔ r d s,,Kobler1989,,,^ gafaúrds $,default,CVCVCCC
f1474,,Gothic,1473_ehrbarnuchternbesonnengesittet,gafaurs,gafaurs,ɡ a ɸ ɔ r s,,Kobler1989,,,^ gafaurs $,default,CVCVCC
f1475,,Gothic,1720_anstandigehrbar,gafēhaba,gafēhaba,ɡ a ɸ e h a β a,,Kobler1989,,,^ gafēhaba $,default,CVCVCVCV
f1476,,Gothic,1475_anstandigpassendschicklich,gafēhs,gafēhs,ɡ a ɸ e h s,,Kobler1989,,,^ gafēhs $,default,CVCVCC
f1477,,Gothic,1476_kleidung,gafēteins,gafēteins,ɡ a ɸ e t i n s,,Kobler1989,,,^ gafēteins $,default,CVCVCVCC
f1478,,Gothic,2075_kleiden,gafētjan,gafētjan,ɡ a ɸ e t j a n,,Kobler1989,,,^ gafētjan $,default,CVCVCCVC
f1479,,Gothic,4309_begrabnis,gafilh,gafilh,ɡ a ɸ ɪ l h,,Kobler1989,,,^ gafilh $,default,CVCVCC
f1480,,Gothic,1479_begrabenverbergen,gafilhan,gafilhan,ɡ a ɸ ɪ l h a n,,Kobler1989,,,^ gafilhan $,default,CVCVCCVC
f1481,,Gothic,1480_erfragenfragenerfahren,gafraíhnan,gafraíhnan,ɡ a ɸ r ɛ h n a n,,Kobler1989,,,^ gafraíhnan $,default,CVCCVCCVC
f1482,,Gothic,1481_klugheitbesonnenheitverstandigkeit,gafraþjei,gafraþjei,ɡ a ɸ r a θ j i,,Kobler1989,,,^ gafraþjei $,default,CVCCVCCV
f1483,,Gothic,1482_klugvernunftig,gafraþjis,gafraþjis,ɡ a ɸ r a θ j ɪ s,,Kobler1989,,,^ gafraþjis $,default,CVCCVCCVC
f1484,,Gothic,1483_unterjochenherrschen,gafraujinōn,gafraujinōn,ɡ a ɸ r ɔ j ɪ n o n,,Kobler1989,,,^ gafraujinōn $,default,CVCCVCVCVC
f1485,,Gothic,1484_erhaltungbewahrungschonung,gafreideins,gafreideins,ɡ a ɸ r i ð i n s,,Kobler1989,,,^ gafreideins $,default,CVCCVCVCC
f1486,,Gothic,1485_erhaltenschonen,gafreidjan,gafreidjan,ɡ a ɸ r i ð j a n,,Kobler1989,,,^ gafreidjan $,default,CVCCVCCVC
f1487,,Gothic,1486_kuss,gafrijōns,gafrijōns,ɡ a ɸ r ɪ j o n s,,Kobler1989,,,^ gafrijōns $,default,CVCCVCVCC
f1488,,Gothic,1487_abbilden,gafrisahtjan,gafrisahtjan,ɡ a ɸ r ɪ s a h t j a n,,Kobler1989,,,^ gafrisahtjan $,default,CVCCVCVCCCVC
f1489,,Gothic,1488_abgebildetwerdengestaltannehmendargestelltwerden,gafrisahtnan,gafrisahtnan,ɡ a ɸ r ɪ s a h t n a n,,Kobler1989,,,^ gafrisahtnan $,default,CVCCVCVCCCVC
f1490,,Gothic,1872_versohnen,gafriþōn,gafriþōn,ɡ a ɸ r ɪ θ o n,,Kobler1989,,,^ gafriþōn $,default,CVCCVCVC
f1491,,Gothic,1490_versohnung,gafriþōns,gafriþōns,ɡ a ɸ r ɪ θ o n s,,Kobler1989,,,^ gafriþōns $,default,CVCCVCVCC
f1492,,Gothic,1491_verborgen,gafulgins,gafulgins,ɡ a ɸ u l ɡ ɪ n s,,Kobler1989,,,^ gafulgins $,default,CVCVCCVCC
f1493,,Gothic,1492_beglaubigenvollenden,gafullaweisjan,gafullaweisjan,ɡ a ɸ u lː a w i s j a n,,Kobler1989,,,^ gafullaweisjan $,default,CVCVCVCVCCVC
f1494,,Gothic,1493_erfullenfullenanfullen,gafulljan,gafulljan,ɡ a ɸ u lː j a n,,Kobler1989,,,^ gafulljan $,default,CVCVCCVC
f1495,,Gothic,1494_erfulltwerden,gafullnan,gafullnan,ɡ a ɸ u lː n a n,,Kobler1989,,,^ gafullnan $,default,CVCVCCVC
f1496,,Gothic,1495_zusammenkommensichversammelnkommensichbegebeneintretenausschlagen,gagaggan,gagaggan,ɡ a ɣ a ŋ ɡ a n,,Kobler1989,,,^ gagaggan $,default,CVCVCCVC
f1497,,Gothic,1496_zusammenheftenverbinden,gagahaftjan,gagahaftjan,ɡ a ɣ a h a ɸ t j a n,,Kobler1989,,,^ gagahaftjan $,default,CVCVCVCCCVC
f1498,,Gothic,1497_sichverwandelneinegestaltannehmen,gagaleikōn,gagaleikōn,ɡ a ɣ a l i k o n,,Kobler1989,,,^ gagaleikōn $,default,CVCVCVCVC
f1499,,Gothic,1498_verunreinigenentheiligen,gagamainjan,gagamainjan,ɡ a ɣ a m ɛ n j a n,,Kobler1989,,,^ gagamainjan $,default,CVCVCVCCVC
f1500,,Gothic,1499_zusammenfugen,gagatilōn,gagatilōn,ɡ a ɣ a t ɪ l o n,,Kobler1989,,,^ gagatilōn $,default,CVCVCVCVC
f1501,,Gothic,1872_versohnen,gagawaírþjan,gagawaírþjan,ɡ a ɣ a w ɛ r θ j a n,,Kobler1989,,,^ gagawaírþjan $,default,CVCVCVCCCVC
f1502,,Gothic,1501_sichversohnenversohntwerden,gagawaírþnan,gagawaírþnan,ɡ a ɣ a w ɛ r θ n a n,,Kobler1989,,,^ gagawaírþnan $,default,CVCVCVCCCVC
f1503,,Gothic,1502_gewinnen,gageigan,gageigan,ɡ a ɣ i ɣ a n,,Kobler1989,,,^ gageigan $,default,CVCVCVC
f1504,,Gothic,1503_gangwegstrae,gagg,gagg,ɡ a ŋ ɡ,,Kobler1989,,,^ gagg $,default,CVCC
f1505,,Gothic,1507_gangergeher,gagga,gagga,ɡ a ŋ ɡ a,,Kobler1989,,,^ gagga $,default,CVCCV
f1506,,Gothic,1505_gehenwandelnumhergehenkommen,gaggan,gaggan,ɡ a ŋ ɡ a n,,Kobler1989,,,^ gaggan $,default,CVCCVC
f1507,,Gothic,1506_gehengang,gaggi,gaggi,ɡ a ŋ ɡ ɪ,,Kobler1989,,,^ gaggi $,default,CVCCV
f1508,,Gothic,1507_gangergeher,gaggja,gaggja,ɡ a ŋ ɡ j a,,Kobler1989,,,^ gaggja $,default,CVCCCV
f1509,,Gothic,1508_gehenreisen,gaggjan,gaggjan,ɡ a ŋ ɡ j a n,,Kobler1989,,,^ gaggjan $,default,CVCCCVC
f1510,,Gothic,1961_beschlussverordnungbefehl,gagrēfts,gagrēfts,ɡ a ɣ r e ɸ t s,,Kobler1989,,,^ gagrēfts $,default,CVCCVCCC
f1511,,Gothic,1510_frommgottesfurchtig,gagudaba,gagudaba,ɡ a ɣ u ð a β a,,Kobler1989,,,^ gagudaba $,default,CVCVCVCV
f1512,,Gothic,1990_frommigkeit,gagudei,gagudei,ɡ a ɣ u ð i,,Kobler1989,,,^ gagudei $,default,CVCVCV
f1513,,Gothic,1512_ehrbaranstandig,gaguþs,gaguþs,ɡ a ɣ u θ s,,Kobler1989,,,^ gaguþs $,default,CVCVCC
f1514,,Gothic,1513_ergreifenenthaltenhaltenhabenfangen,gahaban,gahaban,ɡ a h a β a n,,Kobler1989,,,^ gahaban $,default,CVCVCVC
f1515,,Gothic,1514_beherrscht,gahabands,gahabands,ɡ a h a β a n d s,,Kobler1989,,,^ gahabands $,default,CVCVCVCCC
f1516,,Gothic,1515_heftenanhangen,gahaftjan,gahaftjan,ɡ a h a ɸ t j a n,,Kobler1989,,,^ gahaftjan $,default,CVCVCCCVC
f1517,,Gothic,1516_anhangensichanheften,gahaftnan,gahaftnan,ɡ a h a ɸ t n a n,,Kobler1989,,,^ gahaftnan $,default,CVCVCCCVC
f1518,,Gothic,1517_zusammengeheftet,gahafts,gahafts,ɡ a h a ɸ t s,,Kobler1989,,,^ gahafts $,default,CVCVCCC
f1519,,Gothic,1518_zusammenhangend,gahāhjis,gahāhjis,ɡ a h a h j ɪ s,,Kobler1989,,,^ gahāhjis $,default,CVCVCCVC
f1520,,Gothic,1519_zusammenhangendimzusammenhangderreihenach,gahāhjō,gahāhjō,ɡ a h a h j o,,Kobler1989,,,^ gahāhjō $,default,CVCVCCV
f1521,,Gothic,1520_heilenherstellen,gahailjan,gahailjan,ɡ a h ɛ l j a n,,Kobler1989,,,^ gahailjan $,default,CVCVCCVC
f1522,,Gothic,1521_geheiltwerdenhergestelltwerdengesundwerden,gahailnan,gahailnan,ɡ a h ɛ l n a n,,Kobler1989,,,^ gahailnan $,default,CVCVCCVC
f1523,,Gothic,1522_ganzunversehrt,gahails,gahails,ɡ a h ɛ l s,,Kobler1989,,,^ gahails $,default,CVCVCC
f1524,,Gothic,1523_verheiungversprechen,gahait,gahait,ɡ a h ɛ t,,Kobler1989,,,^ gahait $,default,CVCVC
f1525,,Gothic,1524_zusammenrufenverheiensichbekennenzu,gahaitan,gahaitan,ɡ a h ɛ t a n,,Kobler1989,,,^ gahaitan $,default,CVCVCVC
f1526,,Gothic,1525_sichbekleidensichanziehen,gahamōn,gahamōn,ɡ a h a m o n,,Kobler1989,,,^ gahamōn $,default,CVCVCVC
f1527,,Gothic,1526_verhartenverstocken,gahardjan,gahardjan,ɡ a h a r d j a n,,Kobler1989,,,^ gahardjan $,default,CVCVCCCVC
